Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
Hyundai,2011,I30,Hatchback,2011 Hyundai I30 SX 1.6 Crdi,USED,Automatic,1.6,4,Front,Diesel,6,205894,"Lansvale, NSW",NSW,Hatchback,7850
Mercedes-Benz,2013,C63,Sedan,2013 Mercedes-Benz C63 AMG Edition 507,USED,Automatic,6.2,8,Rear,Premium,12.1,75875,"Rozelle, NSW",NSW,Sedan,99800
Nissan,2017,X-Trail,SUV,2017 Nissan X-Trail TI (4X4),USED,Automatic,2.5,4,4WD,Unleaded,8.3,51942,"Sylvania, NSW",NSW,SUV,30988
Kia,2018,Sportage,SUV,2018 Kia Sportage SI Premium (awd),USED,Automatic,2,4,AWD,Diesel,6.4,98379,"Morphett Vale, SA", SA,SUV,25990
BMW,2019,X7,Automobile Gallery,2019 BMW X7 M50d 7seat,USED,Automatic,,,Other,Diesel,,35458,"Granville, NSW",NSW,Wagon,149990
Mercedes-Benz,2012,C250,Coupe,2012 Mercedes-Benz C250 CDI BE,USED,Automatic,2.1,4,Rear,Diesel,5.1,142527,"Capalaba, QLD",QLD,Coupe,19990
Mercedes-Benz,2015,S-Class,"02 **** ****
",2015 Mercedes-Benz S-Class,USED,-,,,Other,Unleaded,,107572,"Smeaton Grange, NSW",NSW,Sedan,59990
Jaguar,2016,F-Pace,SUV,2016 Jaguar F-Pace 20D Prestige,USED,Automatic,2,4,AWD,Diesel,5.3,114787,"Kirrawee, NSW",NSW,SUV,32990
Subaru,2013,Liberty,Wagon,2013 Subaru Liberty 2.5I GT Premium,USED,Manual,2.5,4,AWD,Premium,9.8,120092,"Brighton, SA", SA,Wagon,22990
Holden,2006,Crewman,Ute / Tray,2006 Holden Crewman S,USED,Manual,3.6,6,Rear,Unleaded,13.6,183484,"Five Dock, NSW",NSW,UTE,11999
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,100524,"Liverpool, NSW",NSW,UTE,59950
Mercedes-Benz,2012,GL500,SUV,2012 Mercedes-Benz GL500 Luxury,USED,Automatic,5.5,8,4WD,Premium,13.5,107169,"Concord, NSW",NSW,SUV,32900
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I Premium,USED,Automatic,2,4,AWD,Unleaded,7,79872,"Melrose Park, SA", SA,SUV,30990
Kia,2020,Sportage,SUV,2020 Kia Sportage GT-Line (awd),USED,Automatic,2,4,AWD,Diesel,6.4,35177,"Liverpool, NSW",NSW,SUV,40490
Toyota,2017,Landcruiser,SUV,2017 Toyota Landcruiser LC200 Altitude Special Edition,USED,Automatic,4.5,8,4WD,Diesel,9.5,250251,"Penrith, NSW",NSW,SUV,68950
Nissan,2001,Patrol,SUV,2001 Nissan Patrol ST (4X4),USED,Automatic,4.5,6,4WD,Unleaded,0,156956,"Capalaba, QLD",QLD,SUV,16990
Audi,2015,Q5,SUV,2015 Audi Q5 2.0 Tfsi Quattro,USED,Automatic,2,4,AWD,Premium,7.9,140070,"Rozelle, NSW",NSW,SUV,26800
Suzuki,2009,Grand,SUV,2009 Suzuki Grand Vitara (4X4),USED,Automatic,2.4,4,4WD,Unleaded,9.9,152153,"Brighton, SA", SA,SUV,14990
Volvo,2022,XC40,SUV,2022 Volvo XC40 Recharge Twin Pure Electric,USED,Automatic,,0 L,AWD,Electric,0,34767,"Lindfield, NSW",NSW,SUV,79990
Kia,2022,Seltos,SUV,2022 Kia Seltos GT-Line (awd) (sunroof),USED,Automatic,1.6,4,AWD,Unleaded,7.4,6455,"Liverpool, NSW",NSW,SUV,52888
GWM,2023,UTE,Suttons GWM Haval Chullora- New/Demo,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,2,4,4WD,Diesel,9.4,11,"Chullora, NSW",NSW,UTE,43490
Holden,2015,Cruze,Sedan,2015 Holden Cruze Equipe,USED,Automatic,1.8,4,Front,Unleaded,7.4,94861,"Melrose Park, SA", SA,Sedan,12990
Subaru,2017,WRX,Sedan,2017 Subaru WRX Premium (awd),USED,Automatic,2,4,AWD,Premium,8.6,86839,"Liverpool, NSW",NSW,Sedan,38950
Volkswagen,2017,Amarok,Ute / Tray,2017 Volkswagen Amarok V6 TDI 550 Highline,USED,Automatic,3,6,4WD,Diesel,7.8,81921,"Banyo, QLD",QLD,UTE,39999
HSV,2012,Clubsport,Sedan,2012 HSV Clubsport R8,USED,Automatic,6.2,8,Rear,Premium,13.9,68528,"Liverpool, NSW",NSW,Sedan,56888
Mitsubishi,2017,Lancer,Sedan,2017 Mitsubishi Lancer GSR,USED,Manual,2.4,4,Front,Unleaded,8.9,109688,"Campbelltown, NSW",NSW,Sedan,17950
Mitsubishi,2017,Lancer,Sedan,2017 Mitsubishi Lancer Black Edition (es),USED,Automatic,2,4,Front,Unleaded,7.4,54194,"Melrose Park, SA", SA,Sedan,22990
Renault,2019,Kangoo,Commercial,2019 Renault Kangoo Compact 1.2,USED,Automatic,1.2,4,Front,Premium,6.5,77192,"Homebush, NSW",NSW,Van,25990
Isuzu,2023,MU-X,Alto Isuzu Ute New Cars,2023 Isuzu MU-X LS-T (4X4),DEMO,Automatic,3,4,4WD,Diesel,8.3,25,"Blacktown, NSW",NSW,SUV,66640
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XLT 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,7.4,132429,"Mcgraths Hill, NSW",NSW,UTE,39990
Subaru,2018,Liberty,Sedan,2018 Subaru Liberty 2.5I,USED,Automatic,2.5,4,AWD,Unleaded,7.3,28444,"Morphett Vale, SA", SA,Sedan,29990
BMW,2016,X3,SUV,2016 BMW X3 Xdrive 20D,USED,Automatic,2,4,4WD,Diesel,5.4,118045,"Rozelle, NSW",NSW,SUV,29800
Land Rover,2016,Sport,SUV,2016 Land Rover Range Rover Sport 3.0 TDV6 S,USED,Automatic,3,6,AWD,Diesel,7.3,89153,"Rozelle, NSW",NSW,SUV,62800
Toyota,2012,Crown,USED Dealer ad,2012 Toyota Crown Athlete,USED,Automatic,,,Other,-,,115916,"Braeside, VIC",VIC,Sedan,23888
Toyota,2023,Yaris,SUV,2023 Toyota Yaris Cross GX,USED,Automatic,1.5,3,Front,Unleaded,5.4,20,"Castle Hill, NSW",NSW,SUV,36490
Ford,2013,Kuga,Adelaide Vehicle Centre South,2013 Ford Kuga Trend AWD,USED,Automatic,,,Other,Premium,,64541,"Morphett Vale, SA", SA,Wagon,18990
GWM,2023,UTE,Dominelli GWM,2023 GWM UTE Cannon (4X4),NEW,Automatic,2,4,4WD,Diesel,9.4,7,"Kirrawee, NSW",NSW,UTE,39585
Jaguar,2017,E-Pace,SUV,2017 Jaguar E-Pace D180 R-Dynamic AWD (132KW),USED,Automatic,2,4,AWD,Diesel,5.6,43311,"Concord, NSW",NSW,SUV,47888
Hyundai,2011,I30,USED Dealer ad,2011 Hyundai I30 SX,USED,Manual,,,Other,-,,165183,"Wentworthville, NSW",NSW,Hatchback,2650
Jeep,2007,Wrangler,SUV,2007 Jeep Wrangler Sport (4X4),USED,Automatic,2.8,4,4WD,Diesel,9.7,216296,"Minchinbury, NSW",NSW,SUV,24995
Subaru,2015,WRX,Sedan,2015 Subaru WRX STI Premium,USED,Manual,2.5,4,AWD,Premium,10.4,87096,"Homebush, NSW",NSW,Sedan,48888
Holden,2012,Commodore,Wagon,2012 Holden Commodore SS-V Z-Series,USED,Automatic,6,8,Rear,Premium,12.3,18439,"Brighton, SA", SA,Wagon,48888
Volkswagen,2022,Passat,Sutherland Volkswagen New Cars,2022 Volkswagen Passat 206TSI R-Line (restr Feat),DEMO,Automatic,2,4,AWD,Premium,8.1,1716,"Sutherland, NSW",NSW,Wagon,68490
Kia,2015,Cerato,Sedan,2015 Kia Cerato S,USED,Automatic,1.8,4,Front,Unleaded,7.1,121425,"Cheltenham, VIC",VIC,Sedan,15790
BMW,2017,X3,SUV,2017 BMW X3 Xdrive 20I,USED,Automatic,2,4,4WD,Premium,7.3,77575,"Rozelle, NSW",NSW,SUV,33800
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux Rogue (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.4,15395,"Caringbah, NSW",NSW,UTE,66990
Volkswagen,2021,Golf,Hatchback,2021 Volkswagen Golf 110TSI Life,USED,Automatic,1.4,4,Front,Premium,5.8,20377,"Mascot, NSW",NSW,Hatchback,39990
Holden,2018,Trailblazer,SUV,2018 Holden Trailblazer LT (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.6,46692,"Melrose Park, SA", SA,SUV,35990
Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail TI (4WD),USED,Automatic,2.5,4,4WD,Unleaded,8.3,109382,"Alexandria, NSW",NSW,SUV,29990
Mercedes-Benz,2018,AMG,Lorbek Luxury Cars Sydney,2018 Mercedes-Benz AMG GT C,USED,Automatic,,,Rear,Premium,,1044,"Rushcutters Bay, NSW",NSW,Coupe,289880
Mazda,2023,CX-9,Rockdale Mazda New,2023 Mazda CX-9 Azami (fwd),NEW,Automatic,2.5,4,Front,Unleaded,8.4,7,"Arncliffe, NSW",NSW,SUV,73588
Mazda,2023,CX-3,Rockdale Mazda New,2023 Mazda CX-3 Akari (fwd),NEW,Automatic,2,4,Front,Unleaded,6.3,7,"Arncliffe, NSW",NSW,SUV,41888
Renault,2019,Koleos,SUV,2019 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,2.5,4,Front,Premium,8.1,68981,"Melrose Park, SA", SA,SUV,26990
Lexus,2017,ES300H,Sedan,2017 Lexus ES300H Sports Luxury Hybrid,USED,Automatic,2.5,4,Front,Hybrid,5.5,29978,"Waterloo, NSW",NSW,Sedan,50900
Suzuki,2005,Swift,Hatchback,2005 Suzuki Swift,USED,Automatic,1.5,4,Front,Unleaded,7.5,276359,"Archerfield, QLD",QLD,Hatchback,5990
Cupra,2022,Ateca,SUV,2022 Cupra Ateca VZX,USED,Automatic,2,4,4WD,Premium,7.8,1686,"Chatswood, NSW",NSW,SUV,61880
Audi,2022,A1,Hatchback,2022 Audi A1 35 Tfsi,USED,Automatic,1.5,4,Front,Premium,5.8,11788,"Alexandria, NSW",NSW,Hatchback,43990
Mercedes-Benz,2015,S350,Sedan,2015 Mercedes-Benz S350 CDI Bluetech,USED,Automatic,3,6,Rear,Diesel,6,30088,"Rozelle, NSW",NSW,Sedan,84800
Mazda,2023,BT-50,Rockdale Mazda New,2023 Mazda BT-50 XT (4X4),DEMO,Automatic,3,4,4WD,Diesel,8,7,"Arncliffe, NSW",NSW,UTE,60888
Land Rover,2017,Vogue,SUV,2017 Land Rover Range Rover Vogue SE SDV8,USED,Automatic,4.4,8,AWD,Diesel,8.7,56727,"Carlton, NSW",NSW,SUV,118888
Holden,2018,Trailblazer,SUV,2018 Holden Trailblazer LT (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.6,90307,"Cheltenham, SA", SA,SUV,31990
Toyota,2014,Corolla,Sedan,2014 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.6,205298,"Minchinbury, NSW",NSW,Sedan,15990
Land Rover,2017,Velar,SUV,2017 Land Rover Range Rover Velar D300 R-Dynamic SE,USED,Automatic,3,6,AWD,Diesel,6.4,76102,"Concord, NSW",NSW,SUV,82888
BMW,2009,320D,Coupe,2009 BMW 320D Executive Touring,USED,Automatic,2,4,Rear,Diesel,5.4,154973,"Thornleigh, NSW",NSW,Coupe,14990
Mazda,2020,CX-8,SUV,2020 Mazda CX-8 Touring (fwd),USED,Automatic,2.5,4,Front,Unleaded,8.1,53372,"Liverpool, NSW",NSW,SUV,41449
Subaru,2019,XV,SUV,2019 Subaru XV 2.0I Premium,USED,Automatic,2,4,AWD,Unleaded,7,20519,"Padstow, NSW",NSW,SUV,35990
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,49945,"Rozelle, NSW",NSW,Hatchback,28800
BMW,2020,X2,SUV,2020 BMW X2 Sdrive20I M Sport,USED,Automatic,2,4,Front,Premium,6,28164,"Carlton, NSW",NSW,SUV,48888
Mitsubishi,2020,Eclipse,SUV,2020 Mitsubishi Eclipse Cross ES (2WD),USED,Automatic,1.5,4,Front,Unleaded,7.3,33326,"Homebush, NSW",NSW,SUV,29990
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,1.3,4,Front,Premium,5.7,7798,"Mornington, VIC",VIC,Hatchback,45990
Nissan,2018,Navara,Ute / Tray,2018 Nissan Navara ST (4X2),USED,Automatic,2.3,4,Front,Diesel,6.8,101527,"Morphett Vale, SA", SA,UTE,32990
Nissan,2016,Qashqai,SUV,2016 Nissan Qashqai TI (4X2),USED,Automatic,2,4,Front,Unleaded,6.9,85835,"Homebush, NSW",NSW,SUV,22990
Porsche,2016,Macan,SUV,2016 Porsche Macan GTS,USED,Automatic,3,6,AWD,Premium,9.2,63215,"Concord, NSW",NSW,SUV,80888
Hyundai,2011,IX35,SUV,2011 Hyundai IX35 Active (fwd),USED,Automatic,2,4,Front,Unleaded,8.5,77172,"Croydon, NSW",NSW,SUV,16990
Land Rover,2016,Discovery,SUV,2016 Land Rover Discovery Sport TD4 150 SE 5 Seat,USED,Automatic,2,4,AWD,Diesel,5.3,91568,"Minchinbury, NSW",NSW,SUV,29800
Audi,2018,A3,Other,2018 Audi A3 35 Tfsi Sprtbck (1.4 Tfsi Cod),USED,Automatic,1.4,4,Front,Premium,5,49029,"Alexandria, NSW",NSW,Sedan,35990
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander Exceed Phev (hybrid),USED,Automatic,2,4,AWD,Hybrid,1.7,32228,"Alexandria, NSW",NSW,SUV,42990
Mazda,2018,BT-50,Ute / Tray,2018 Mazda BT-50 XT (4X2) (5YR),USED,Manual,3.2,5,Rear,Diesel,8.9,82833,"Morphett Vale, SA", SA,UTE,28990
Ford,2019,Transit,Commercial,2019 Ford Transit Custom 320L (lwb) Sport Dciv,USED,Automatic,2,4,Front,Diesel,7.6,66987,"Greenacre, NSW",NSW,Van,53800
Kia,2021,Sportage,SUV,2021 Kia Sportage GT-Line (awd),USED,Automatic,1.6,4,AWD,Unleaded,7.2,20451,"Artarmon, NSW",NSW,SUV,55888
Jeep,2018,Grand,SUV,2018 Jeep Grand Cherokee Trackhawk (4X4),USED,Automatic,6.2,8,4WD,Premium,16.8,98901,"Rozelle, NSW",NSW,SUV,99800
Honda,2017,HR-V,SUV,2017 Honda HR-V VTI-S,USED,Automatic,1.8,4,Front,Unleaded,6.9,106571,"Liverpool, NSW",NSW,SUV,20780
Nissan,2006,Navara,Ute / Tray,2006 Nissan Navara DX (4X4),USED,Manual,3,4,4WD,Diesel,9.6,278775,"Coopers Plains, QLD",QLD,UTE,11999
Toyota,2018,Camry,Sedan,2018 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,4,Front,Hybrid,4.2,60348,"Cheltenham, SA", SA,Sedan,34990
BMW,2022,X3,Sylvania BMW Used Cars,2022 BMW X3 xDrive30i Steptronic M Sport,USED,Automatic,,,Other,Premium,,8303,"Sylvania, NSW",NSW,Wagon,89988
Audi,2019,RS5,Hatchback,2019 Audi RS5 2.9 Tfsi Tiptronic,USED,Automatic,2.9,6,AWD,Premium,8.9,12388,"Liverpool, NSW",NSW,Hatchback,121950
MG,2021,MG3,Hatchback,2021 MG MG3 Auto Excite (with Navigation),USED,Automatic,1.5,4,Front,Premium,6.7,21678,"Arncliffe, NSW",NSW,Hatchback,17990
Toyota,2011,Hilux,Ute / Tray,2011 Toyota Hilux Workmate,USED,Automatic,2.7,4,Rear,Unleaded,11.6,216905,"Liverpool, NSW",NSW,UTE,23950
Hyundai,2021,I30,Hatchback,2021 Hyundai I30 N,USED,Manual,2,4,Front,Premium,8.5,8939,"Greenacre, NSW",NSW,Hatchback,51800
Ford,2022,Escape,Suttons Ford Chullora- New/Demo,2022 Ford Escape (FWD),DEMO,Automatic,2,4,Front,Premium,8.6,55,"Chullora, NSW",NSW,SUV,42290
Subaru,2023,Crosstrek,"02 **** ****
",2023 Subaru Crosstrek,DEMO,-,,,Other,Unleaded,,2300,"Liverpool, NSW",NSW,Hatchback,45990
Hyundai,2020,Santa,SUV,2020 Hyundai Santa FE Active Crdi (awd),USED,Automatic,2.2,4,AWD,Diesel,7.5,142582,"Morphett Vale, SA", SA,SUV,31990
Mazda,2022,CX-30,Exclusive Autohaus,2022 Mazda CX-30 G20 Pure,USED,Automatic,,,Other,-,,16217,"Blacktown, NSW",NSW,Wagon,31999
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.1,77145,"South Hurstville, NSW",NSW,Hatchback,24990
Toyota,2012,Landcruiser,Ute / Tray,2012 Toyota Landcruiser GXL (4X4),USED,Manual,4.5,8,4WD,Diesel,11.5,179999,"Roselands, NSW",NSW,UTE,86900
Hyundai,2015,I30,Hatchback,2015 Hyundai I30 Elite 1.6 Crdi,USED,Automatic,1.6,4,Front,Diesel,5.6,119460,"Bentleigh, VIC",VIC,Hatchback,17000
Toyota,2017,C-HR,SUV,2017 Toyota C-HR (2WD),USED,Automatic,1.2,4,Front,Premium,5.5,104135,"Cheltenham, SA", SA,SUV,23980
Volkswagen,2020,Crafter,Greg Watts Motors - Car City Minchinbury,2020 Volkswagen Crafter 35 High Roof LWB FWD TDI410,USED,Automatic,,,Front,Diesel,,288071,"Minchinbury, NSW",NSW,Van,49980
Land Rover,2001,Discovery,SUV,2001 Land Rover Discovery V8 (4X4),USED,Automatic,4,8,4WD,Unleaded,0,315338,"Minchinbury, NSW",NSW,SUV,8995
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent Sport (hybrid),USED,Automatic,2.5,4,Front,Hybrid,4.2,16486,"Alexandria, NSW",NSW,Sedan,40990
Audi,2022,Q3,Audi Alto Artarmon New Cars,2022 Audi Q3 35 Tfsi S Line,DEMO,Automatic,1.4,4,Front,Premium,7.3,5100,"Artarmon, NSW",NSW,SUV,60888
Mercedes-Benz,2015,CLA250,Wagon,2015 Mercedes-Benz CLA250 Sport 4Matic S/Brake,USED,Automatic,2,4,AWD,Premium,6.9,66874,"Liverpool, NSW",NSW,Wagon,37950
Mercedes-Benz,2018,GLC63,SUV,2018 Mercedes-Benz GLC63 S,USED,Automatic,4,8,AWD,Premium,10.9,62943,"Carlton, NSW",NSW,SUV,106888
Mazda,2012,BT-50,Ute / Tray,2012 Mazda BT-50 XT (4X2),USED,Automatic,3.2,5,Rear,Diesel,8.9,308811,"Minchinbury, NSW",NSW,UTE,20880
Subaru,2018,Liberty,Sedan,2018 Subaru Liberty 2.5I Premium,USED,Automatic,2.5,4,AWD,Unleaded,7.3,62531,"Morphett Vale, SA", SA,Sedan,30990
Volkswagen,2015,Tiguan,SUV,2015 Volkswagen Tiguan 155 TSI R-Line (4X4),USED,Automatic,2,4,AWD,Premium,8.8,36102,"Padstow, NSW",NSW,SUV,29990
Mercedes-Benz,2017,E200,Sedan,2017 Mercedes-Benz E200,USED,Automatic,2,4,Rear,Premium,6.4,76300,"Rozelle, NSW",NSW,Sedan,48800
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Akera (4X4),USED,Automatic,2.2,4,AWD,Diesel,6,117851,"Kirrawee, NSW",NSW,SUV,31590
Mercedes-Benz,2014,E400,Convertible,2014 Mercedes-Benz E400,USED,Automatic,3,6,Rear,Premium,7.7,114123,"Laverton North, VIC",VIC,Convertible,49990
Mitsubishi,2017,Outlander,SUV,2017 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,2.3,4,AWD,Diesel,6.2,128155,"Morphett Vale, SA", SA,SUV,25990
Suzuki,2018,Swift,Hatchback,2018 Suzuki Swift GL Navigator,USED,Automatic,1.2,4,Front,Unleaded,4.8,39586,"Smithfield, NSW",NSW,Hatchback,19800
Volvo,2023,Xc,DEMO,2023 Volvo Xc 60 Ultimate B5 AWD Bright,DEMO,Automatic,,,Other,Premium,,1031,"Warwick Farm, NSW",NSW,SUV,89990
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,3,4,Rear,Diesel,7.9,93008,"Waterloo, NSW",NSW,UTE,30888
Mazda,2018,CX-3,SUV,2018 Mazda CX-3 S Touring (fwd) (5YR),USED,Manual,2,4,Front,Unleaded,6.3,57450,"Greenacre, NSW",NSW,SUV,23990
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,3,6,4WD,Diesel,7.5,143000,"Granville, NSW",NSW,SUV,26248
Mazda,2017,6,Wagon,2017 Mazda 6 Sport,USED,Automatic,2.5,4,Front,Unleaded,6.6,131379,"Carlton, NSW",NSW,Wagon,22888
Mitsubishi,2018,Outlander,SUV,2018 Mitsubishi Outlander LS 7 Seat (awd),USED,Automatic,2.3,4,AWD,Diesel,6.2,101300,"Morphett Vale, SA", SA,SUV,29980
Honda,2023,Civic,Hatchback,2023 Honda Civic Type R,USED,Manual,2,4,Front,Premium,8.9,1238,"Pennant Hills, NSW",NSW,Hatchback,77777
BMW,2022,X5,SUV,2022 BMW X5 Xdrive40I M Sport,USED,Automatic,3,6,AWD,Premium,9.2,2284,"Sylvania, NSW",NSW,SUV,144988
Mitsubishi,2018,Triton,Ute / Tray,2018 Mitsubishi Triton Exceed (4X4),USED,Automatic,2.4,4,4WD,Diesel,7.6,43958,"Mcgraths Hill, NSW",NSW,UTE,43888
Land Rover,2014,Evoque,Timmy Car Co Pty Ltd,2014 Land Rover Range Rover Evoque Pure Tech,USED,Automatic,,,Other,Diesel,,150115,"Banyo, QLD",QLD,Wagon,23750
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Manual,2.4,4,Rear,Diesel,7.7,78734,"Townsville, QLD",QLD,UTE,32888
Toyota,2021,Kluger,SUV,2021 Toyota Kluger Grande Hybrid AWD,USED,Automatic,2.5,4,AWD,Hybrid,5.6,51005,"Waitara, NSW",NSW,SUV,78888
Ford,2022,Mustang,Hatchback,2022 Ford Mustang GT 5.0 V8,USED,Manual,5,8,Rear,Premium,13,3750,"Granville, NSW",NSW,Hatchback,79990
Ford,2014,Focus,Hatchback,2014 Ford Focus Trend,USED,Automatic,2,4,Front,Unleaded,6.6,136156,"Minchinbury, NSW",NSW,Hatchback,9995
Ford,1996,Fairmont,Sedan,1996 Ford Fairmont Ghia,USED,Automatic,4.9,8,Rear,Unleaded,14.5,432939,"Minchinbury, NSW",NSW,Sedan,7995
Cupra,2022,Ateca,SUV,2022 Cupra Ateca VZX,USED,Automatic,2,4,4WD,Premium,7.8,2766,"Chatswood, NSW",NSW,SUV,61880
Jeep,2022,Grand,SUV,2022 Jeep Grand Cherokee Summit Reserve (4X4),USED,Automatic,3.6,6,4WD,Premium,10.6,2700,"Narellan, NSW",NSW,SUV,128388
Subaru,2021,XV,SUV,2021 Subaru XV 2.0I-S AWD,USED,Automatic,2,4,AWD,Unleaded,7,57740,"Alexandria, NSW",NSW,SUV,35990
Mitsubishi,2016,ASX,SUV,2016 Mitsubishi ASX XLS (2WD),USED,Automatic,2,4,Front,Unleaded,7.4,103328,"Townsville, QLD",QLD,SUV,22888
Tesla,2021,Model,Sedan,2021 Tesla Model 3 Long Range AWD,USED,Automatic,,0 L,AWD,Electric,0,31575,"Rozelle, NSW",NSW,Sedan,67800
Mercedes-Benz,2018,A180,Sedan,2018 Mercedes-Benz A180,USED,Automatic,1.3,4,Front,Unleaded,5.7,47292,"Liverpool, NSW",NSW,Sedan,45950
BMW,2016,430I,Hatchback,2016 BMW 430I Gran Coupe M Sport,USED,Automatic,2,4,Rear,Premium,5.8,97017,"Rozelle, NSW",NSW,Hatchback,35800
Honda,2004,CR-V,SUV,2004 Honda CR-V (4X4) Sport,USED,Automatic,2.4,4,4WD,Unleaded,9,252442,"Minchinbury, NSW",NSW,SUV,5995
Nissan,2008,Patrol,SUV,2008 Nissan Patrol ST (4X4),USED,Manual,3,4,4WD,Diesel,10.9,301459,"Townsville, QLD",QLD,SUV,22888
McLaren,2019,540C,Coupe,2019 McLaren 540C,USED,Automatic,3.8,8,Rear,Premium,10.7,17321,"Artarmon, NSW",NSW,Coupe,299900
Toyota,2017,Camry,Sedan,2017 Toyota Camry Atara S Hybrid,USED,Automatic,2.5,4,Front,Hybrid,5.2,105244,"Mornington, VIC",VIC,Sedan,31990
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,2.7,4,Rear,Unleaded,10.9,118010,"Fairfield East, NSW",NSW,UTE,24880
Volkswagen,2017,Golf,Sydney City Volkswagen Pre Owned,2017 Volkswagen Golf Alltrack DSG 4MOTION 132TSI,USED,Automatic,,,Other,Premium,,58180,"Mascot, NSW",NSW,Wagon,28990
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 GXL (2WD),USED,Automatic,2,4,Front,Unleaded,6.5,121923,"South Hurstville, NSW",NSW,SUV,35990
Hyundai,2011,Imax,Wagon,2011 Hyundai Imax,USED,Manual,2.5,4,Rear,Diesel,8.5,158076,"Penrith, NSW",NSW,Wagon,19950
Mazda,2020,3,Hatchback,2020 Mazda 3 G20 Evolve,USED,Automatic,2,4,Front,Unleaded,6.2,76495,"Alexandria, NSW",NSW,Hatchback,27990
Kia,2020,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,2,4,Front,Unleaded,7.4,74904,"Bentley, WA", WA,Hatchback,22977
BMW,2010,X5,SUV,2010 BMW X5 Xdrive 35D,USED,Automatic,3,6,4WD,Diesel,8.8,219351,"Five Dock, NSW",NSW,SUV,11999
Audi,2022,Q3,Audi Alto Artarmon New Cars,2022 Audi Q3 35 Tfsi S Line,DEMO,Automatic,1.4,4,Front,Premium,7.3,5699,"Artarmon, NSW",NSW,SUV,62888
Volvo,2022,XC40,SUV,2022 Volvo XC40 T4 Momentum (fwd),USED,Automatic,2,4,Front,Premium,7.9,20112,"Jamisontown, NSW",NSW,SUV,51990
Toyota,2018,Tarago,Wagon,2018 Toyota Tarago GLI,USED,Automatic,2.4,4,Front,Unleaded,8.9,63162,"Belmore, NSW",NSW,Wagon,38490
Toyota,2018,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport,USED,Automatic,1.8,4,Front,Unleaded,6.1,34100,"Five Dock, NSW",NSW,Hatchback,24999
Audi,2021,A1,Hatchback,2021 Audi A1 30 Tfsi S Tronic,USED,Automatic,1,3,Front,Premium,5.4,16691,"Ryde, NSW",NSW,Hatchback,32888
Land Rover,2023,Defender,Macarthur Jaguar,2023 Land Rover Defender 90 D250 S (183KW),NEW,Automatic,3,6,AWD,Diesel,7.9,6,"Campbelltown, NSW",NSW,SUV,128000
Holden,2018,Colorado,Ute / Tray,2018 Holden Colorado LS (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.6,124583,"Bibra Lake, WA", WA,UTE,33975
Land Rover,2017,HSE,SUV,2017 Land Rover Range Rover Sport SDV6 HSE,USED,Automatic,3,6,AWD,Diesel,7,78872,"Concord, NSW",NSW,SUV,84888
Nissan,2015,Caravan,Melbourne Automobiles Pty Ltd,2015 Nissan Caravan DX,USED,Manual,,,Other,Unleaded,,153463,"Braeside, VIC",VIC,Van,19888
BMW,2020,M135I,Hatchback,2020 BMW M135I Xdrive,USED,Automatic,2,4,AWD,Premium,7.5,43076,"Concord, NSW",NSW,Hatchback,51888
MG,2023,ZST,Alto Blacktown MG,2023 MG ZST Core,NEW,Automatic,1.5,4,Front,-,6.9,15,"Blacktown, NSW",NSW,SUV,26990
