Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
HSV,2015,Senator,Sedan,2015 HSV Senator Signature,USED,Automatic,6.2,8,Rear,Premium,13.7,45699,"Maddington, WA", WA,Sedan,77888
Mercedes-Benz,2012,C-CLASS,K.S. & Sons Motor Company,2012 Mercedes-Benz C-CLASS C63 AMG SPEEDSHIFT MCT,USED,Automatic,,,Rear,Premium,,116618,"Myaree, WA", WA,Coupe,63990
Toyota,2023,RAV4,SUV,2023 Toyota RAV4 Cruiser (2WD) Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.8,34,"Rockingham, WA", WA,SUV,67999
Volkswagen,2019,Tiguan,SUV,2019 Volkswagen Tiguan Allspace 132 TSI Comfortline,USED,Automatic,2,4,AWD,Premium,7.5,75662,"Victoria Park, WA", WA,SUV,36990
Toyota,2011,Hilux,Ute / Tray,2011 Toyota Hilux Workmate (4X4),USED,Manual,3,4,4WD,Diesel,8.3,184178,"Victoria Park, WA", WA,UTE,19985
Volkswagen,2018,Golf,Hatchback,2018 Volkswagen Golf R Grid Edition,USED,Automatic,2,4,AWD,Premium,6.6,41336,"Myaree, WA", WA,Hatchback,47990
Mitsubishi,2019,Pajero,SUV,2019 Mitsubishi Pajero GLX LWB (4X4) 7 Seat,USED,Automatic,3.2,4,4WD,Diesel,9,68300,"Rockingham, WA", WA,SUV,44999
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,2.4,4,4WD,Diesel,8,135983,"Bentley, WA", WA,SUV,37984
Mitsubishi,2016,Pajero,SUV,2016 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,3.2,4,4WD,Diesel,9,103026,"Rockingham, WA", WA,SUV,41990
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,131039,"Kenwick, WA", WA,UTE,57875
Mercedes-Benz,2018,CLA45,Sedan,2018 Mercedes-Benz CLA45 4Matic,USED,Automatic,2,4,AWD,Premium,6.9,69743,"Bentley, WA", WA,Sedan,67990
Nissan,2013,Patrol,3MT True Value Auto,2013 Nissan Patrol Y61 ST Wagon 7st 5dr Auto 4sp 4x4 3.0DT,USED,Automatic,,,Other,-,,210418,"Victoria Park, WA", WA,Wagon,26980
Land Rover,2016,Evoque,SUV,2016 Land Rover Range Rover Evoque TD4 150 Pure,USED,Automatic,2,4,AWD,Diesel,5.1,41250,"Myaree, WA", WA,SUV,40777
Mercedes-Benz,2016,GLC250,SUV,2016 Mercedes-Benz GLC250,USED,Automatic,2,4,AWD,Premium,7.2,82410,"Melville, WA", WA,SUV,49481
Land Rover,2019,Discovery,SUV,2019 Land Rover Discovery Sport TD4 (132KW) HSE AWD,USED,Automatic,2,4,AWD,Diesel,6.6,74472,"South Bunbury, WA", WA,SUV,49900
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 GO,USED,Automatic,2,4,Front,Unleaded,7.4,75518,"Bentley, WA", WA,Hatchback,22977
Subaru,2014,WRX,Sedan,2014 Subaru WRX STI Premium,USED,Manual,2.5,4,AWD,Premium,10.4,74822,"Bayswater, WA", WA,Sedan,48999
Ford,2023,Ranger,Ute / Tray,2023 Ford Ranger Raptor 3.0 (4X4),USED,Automatic,3,6,4WD,Premium,11.5,55,"Maddington, WA", WA,UTE,111878
Land Rover,2015,Discovery,SUV,2015 Land Rover Discovery Sport SI4 SE,USED,Automatic,2,4,AWD,Premium,8,113280,"Cannington, WA", WA,SUV,31998
Subaru,2020,XV,SUV,2020 Subaru XV Hybrid,USED,Automatic,2,4,AWD,Hybrid,6.5,46198,"Victoria Park, WA", WA,SUV,35980
Volkswagen,2018,Polo,Hatchback,2018 Volkswagen Polo GTI,USED,Automatic,2,4,Front,Premium,6.1,43765,"Bibra Lake, WA", WA,Hatchback,31888
Mitsubishi,2020,Pajero,SUV,2020 Mitsubishi Pajero Sport GLS (4X4) 5 Seat,USED,Automatic,2.4,4,4WD,Diesel,8,22409,"Welshpool, WA", WA,SUV,53999
Toyota,2016,Hilux,Ute / Tray,2016 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,181100,"East Bunbury, WA", WA,UTE,39990
Mitsubishi,2020,ASX,SUV,2020 Mitsubishi ASX MR (2WD),USED,Automatic,2,4,Front,Unleaded,7.6,58379,"Bibra Lake, WA", WA,SUV,27688
BMW,2022,X2,SUV,2022 BMW X2 M35I Pure,USED,Automatic,2,4,AWD,Premium,7.4,2996,"Maddington, WA", WA,SUV,76898
Isuzu,2021,D-MAX,Ute / Tray,2021 Isuzu D-MAX SX (4X2) High-Ride,USED,Automatic,1.9,4,Front,Diesel,7,3212,"Cannington, WA", WA,UTE,38888
Honda,2020,CR-V,SUV,2020 Honda CR-V VTI 7 (2WD) 7 Seats,USED,Automatic,1.5,4,Front,Unleaded,7.3,33500,"Gosnells, WA", WA,SUV,36999
Holden,2017,Trailblazer,SUV,2017 Holden Trailblazer LTZ (4X4),USED,Automatic,2.8,4,4WD,Diesel,9.4,101956,"Melville, WA", WA,SUV,31981
Mitsubishi,2022,Triton,Ute / Tray,2022 Mitsubishi Triton GLX (4X4),USED,Automatic,2.4,4,4WD,Diesel,8.6,25384,"Morley, WA", WA,UTE,49998
Lexus,2020,IS350,Sedan,2020 Lexus IS350 F Sport,USED,Automatic,3.5,6,Rear,Premium,9.7,29222,"Maddington, WA", WA,Sedan,65778
Isuzu,2019,MU-X,SUV,2019 Isuzu MU-X LS-T (4X4),USED,Automatic,3,4,4WD,Diesel,7.9,108014,"Bentley, WA", WA,SUV,51988
Volkswagen,2019,Golf,Hatchback,2019 Volkswagen Golf GTI,USED,Automatic,2,4,Front,Premium,6.7,35390,"Midland, WA", WA,Hatchback,39990
Toyota,2022,GR86,Coupe,2022 Toyota GR86 GT,USED,Manual,2.4,4,Rear,Premium,9.4,502,"Myaree, WA", WA,Coupe,48850
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XL 2.2 (4X4),USED,Automatic,2.2,4,4WD,Diesel,8.1,257092,"Osborne Park, WA", WA,UTE,26990
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,2,4,Front,Unleaded,6.2,49154,"Victoria Park, WA", WA,SUV,26999
Volkswagen,2018,Golf,Hatchback,2018 Volkswagen Golf GTI,USED,Automatic,2,4,Front,Premium,6.7,41523,"Bentley, WA", WA,Hatchback,40982
Hyundai,2022,I30,Sedan,2022 Hyundai I30 Elite,USED,Automatic,2,4,Front,Unleaded,7,1269,"Bibra Lake, WA", WA,Sedan,37555
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser LC200 VX (4X4),USED,Automatic,4.5,8,4WD,Diesel,9.5,50882,"Mandurah, WA", WA,SUV,124789
MG,2020,ZST,SUV,2020 MG ZST Essence,USED,Automatic,1.3,3,Front,Unleaded,7.3,30270,"Bibra Lake, WA", WA,SUV,28888
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser 70 Series GXL,USED,Manual,4.5,8,4WD,Diesel,10.7,31762,"Welshpool, WA", WA,SUV,92999
Volvo,2022,XC60,SUV,2022 Volvo XC60 B5 Momentum Mhev,USED,Automatic,2,4,AWD,Hybrid,7.6,17359,"South Bunbury, WA", WA,SUV,69900
Jeep,2017,Wrangler,SUV,2017 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,3.6,6,4WD,Unleaded,11.7,100254,"Rockingham, WA", WA,SUV,40990
Hyundai,2018,Santa,SUV,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,2.2,4,AWD,Diesel,7.5,88225,"Bentley, WA", WA,SUV,38989
Audi,2020,Q3,SUV,2020 Audi Q3 35 Tfsi,USED,Automatic,1.4,4,Front,Premium,7.2,15126,"Bentley, WA", WA,SUV,53988
Toyota,2015,Hilux,Ute / Tray,2015 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,140773,"Bellevue, WA", WA,UTE,44490
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX LS-U HI-Ride (4X4),USED,Automatic,3,4,4WD,Diesel,8.1,86104,"Bentley, WA", WA,UTE,45994
HSV,2012,Clubsport,Sedan,2012 HSV Clubsport R8,USED,Automatic,6.2,8,Rear,Premium,13.9,174035,"Bentley, WA", WA,Sedan,49969
Toyota,2019,Camry,Sedan,2019 Toyota Camry Ascent (hybrid),USED,Automatic,2.5,4,Front,Hybrid,4.2,62356,"Morley, WA", WA,Sedan,36990
Isuzu,2013,D-MAX,Youngs WA,2013 Isuzu D-MAX LS-M Crew Cab,USED,Automatic,,,Other,Diesel,,97984,"Victoria Park, WA", WA,UTE,35871
Kia,2023,EV6,"Melville Nissan, Kia & Suzuki - New Cars",2023 Kia EV6 GT AWD,NEW,Automatic,,0 L,AWD,Electric,0,-,"Attadale, WA", WA,SUV,115043
Toyota,2009,Landcruiser,SUV,2009 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,8,4WD,Diesel,11.9,258104,"Osborne Park, WA", WA,SUV,41990
Mercedes-Benz,2016,GLE43,SUV,2016 Mercedes-Benz GLE43 4Matic,USED,Automatic,3,6,AWD,Premium,8.7,76499,"Canning Vale, WA", WA,SUV,73990
Renault,2017,Captur,SUV,2017 Renault Captur Intens,USED,Automatic,1.2,4,Front,Premium,5.8,34005,"Myaree, WA", WA,SUV,21990
Mitsubishi,2022,Triton,Ute / Tray,2022 Mitsubishi Triton GLX (4X4),USED,Automatic,2.4,4,4WD,Diesel,8.6,17539,"Morley, WA", WA,UTE,52998
Volkswagen,2018,Amarok,Ute / Tray,2018 Volkswagen Amarok V6 TDI 550 Ultimate,USED,Automatic,3,6,4WD,Diesel,7.8,101932,"Rockingham, WA", WA,UTE,47990
Mitsubishi,2020,Triton,Ute / Tray,2020 Mitsubishi Triton GLX (4X4),USED,Manual,2.4,4,4WD,Diesel,7.9,19931,"Bentley, WA", WA,UTE,46994
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 GT (4X4),USED,Automatic,2.5,4,AWD,Unleaded,7.5,51246,"Gosnells, WA", WA,SUV,34999
Isuzu,2022,D-MAX,Ute / Tray,2022 Isuzu D-MAX X-Terrain (4X4),USED,Automatic,3,4,4WD,Diesel,7.7,13810,"Maddington, WA", WA,UTE,69578
Toyota,2023,Landcruiser,SUV,2023 Toyota Landcruiser LC300 Sahara ZX (4X4),USED,Automatic,3.3,6,4WD,Diesel,8.9,750,"Maddington, WA", WA,SUV,162888
Ford,2017,Ranger,Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,9,79000,"Osborne Park, WA", WA,UTE,53990
Subaru,2013,WRX,Hatchback,2013 Subaru WRX (AWD),USED,Manual,2.5,4,AWD,Premium,10.7,120130,"Myaree, WA", WA,Hatchback,27990
Toyota,2017,Landcruiser,Ute / Tray,2017 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,8,4WD,Diesel,10.7,135334,"Canning Vale, WA", WA,UTE,73480
Nissan,2022,Navara,Ute / Tray,2022 Nissan Navara ST-X (4X4) Leather/NO Sunroof,USED,Automatic,2.3,4,4WD,Diesel,7.9,18955,"Morley, WA", WA,UTE,53888
Toyota,2019,Fortuner,Maddington Hyundai,2019 Toyota Fortuner GXL,USED,Automatic,,,Other,Diesel,,80100,"Maddington, WA", WA,Wagon,51778
Toyota,2009,Yaris,Hatchback,2009 Toyota Yaris YR,USED,Automatic,1.3,4,Front,Unleaded,6.5,195535,"Kenwick, WA", WA,Hatchback,9450
Ford,2018,Escape,SUV,2018 Ford Escape Titanium (awd),USED,Automatic,2,4,AWD,Diesel,5.6,91632,"Bentley, WA", WA,SUV,29369
Kia,2019,Cerato,Hatchback,2019 Kia Cerato S (AV),USED,Automatic,2,4,Front,Unleaded,7.4,60692,"Victoria Park, WA", WA,Hatchback,22999
Suzuki,2019,Jimny,SUV,2019 Suzuki Jimny GLX (qld),USED,Automatic,1.5,4,4WD,Unleaded,6.9,61578,"Midland, WA", WA,SUV,35990
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,185119,"Bentley, WA", WA,UTE,38988
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.7,171500,"Myaree, WA", WA,UTE,43888
Ford,2019,Ranger,Ute / Tray,2019 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,72367,"Bentley, WA", WA,UTE,55385
Hyundai,2019,I30,Hatchback,2019 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,57706,"Victoria Park, WA", WA,Hatchback,22999
Toyota,2020,Hilux,Ute / Tray,2020 Toyota Hilux SR HI-Rider,USED,Manual,2.8,4,Rear,Diesel,7.1,69610,"Bentley, WA", WA,UTE,43988
Toyota,2020,RAV4,SUV,2020 Toyota RAV4 Cruiser AWD Hybrid,USED,Automatic,2.5,4,AWD,Hybrid,4.8,38573,"Bentley, WA", WA,SUV,57988
Isuzu,2023,D-MAX,Gardner Isuzu,2023 Isuzu D-MAX SX (4X2) High-Ride,NEW,Automatic,3,4,Front,Diesel,8,5,"Cannington, WA", WA,UTE,52389
Hyundai,2020,I30,Hatchback,2020 Hyundai I30 Active,USED,Automatic,2,4,Front,Unleaded,7.4,57360,"Victoria Park, WA", WA,Hatchback,23999
Isuzu,2023,MU-X,SUV,2023 Isuzu MU-X LS-T (4X4),USED,Automatic,3,4,4WD,Diesel,8.3,10,"Morley, WA", WA,SUV,74950
Honda,2008,Odyssey,Wagon,2008 Honda Odyssey,USED,Automatic,2.4,4,Front,Unleaded,9.4,150900,"East Victoria Park, WA", WA,Wagon,9990
Toyota,2016,Landcruiser,Ute / Tray,2016 Toyota Landcruiser GXL (4X4),USED,Manual,4.5,8,4WD,Diesel,10.7,129438,"Bentley, WA", WA,UTE,79977
MG,2021,ZS,SUV,2021 MG ZS EV Essence,USED,Automatic,,0 L,Front,Electric,0,14685,"Victoria Park, WA", WA,SUV,36999
Isuzu,2017,MU-X,SUV,2017 Isuzu MU-X LS-T (4X4),USED,Automatic,3,4,4WD,Diesel,7.9,98716,"Victoria Park, WA", WA,SUV,44951
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,83126,"Melville, WA", WA,UTE,55989
Mitsubishi,2020,Pajero,SUV,2020 Mitsubishi Pajero Exceeed (4X4) 7 Seat,USED,Automatic,3.2,4,4WD,Diesel,9.1,38478,"Bentley, WA", WA,SUV,63989
Renault,2019,Koleos,SUV,2019 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,2.5,4,Front,Unleaded,8.1,62490,"Victoria Park, WA", WA,SUV,27990
Land Rover,2014,HSE,Magic Deals,2014 Land Rover Range Rover Sport HSE,USED,Automatic,,,Other,Diesel,,107560,"Burswood, WA", WA,Wagon,69990
Toyota,2023,Landcruiser,Ute / Tray,2023 Toyota Landcruiser 70 Series LC79 GXL,USED,Manual,4.5,8,AWD,Diesel,10.7,50,"Bentley, WA", WA,UTE,116988
Toyota,2016,Landcruiser,SUV,2016 Toyota Landcruiser VX (4X4),USED,Automatic,4.5,8,4WD,Diesel,9.5,111183,"Bentley, WA", WA,SUV,96926
Mercedes-Benz,2016,Vito,Commercial,2016 Mercedes-Benz Vito 116 Bluetec SWB,USED,Automatic,2.1,4,Rear,Diesel,6,106379,"West Perth, WA", WA,Van,24990
Toyota,2020,Landcruiser,SUV,2020 Toyota Landcruiser LC200 Sahara (4X4),USED,Automatic,4.5,8,4WD,Diesel,9.5,48132,"Bentley, WA", WA,SUV,131988
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,2,4,Front,Unleaded,6.2,56322,"Victoria Park, WA", WA,SUV,26977
Toyota,2019,Landcruiser,Ute / Tray,2019 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,8,4WD,Diesel,10.7,99062,"Bentley, WA", WA,UTE,93988
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,7.4,122125,"Bibra Lake, WA", WA,UTE,44888
Toyota,2016,Hilux,Ute / Tray,2016 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,157966,"Bentley, WA", WA,UTE,43988
Land Rover,2017,Sport,SUV,2017 Land Rover Range Rover Sport SC SVR,USED,Automatic,5,8,AWD,Premium,12.8,47455,"Osborne Park, WA", WA,SUV,152990
Mazda,2008,CX-7,Midland Car Yard,2008 Mazda CX-7 ER Series 1 Classic Wagon 5dr Spts Auto 6sp 4WD 2.3T,USED,Automatic,,,Other,Unleaded,,207251,"Midland, WA", WA,Wagon,10999
Nissan,2021,Patrol,SUV,2021 Nissan Patrol TI (4X4),USED,Automatic,5.6,8,4WD,Premium,14.4,21604,"Bentley, WA", WA,SUV,92995
Renault,2020,Koleos,SUV,2020 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,2.5,4,Front,Unleaded,8.1,65851,"Bentley, WA", WA,SUV,29980
Land Rover,2021,Discovery,SUV,2021 Land Rover Discovery D300 S (221KW),USED,Automatic,3,6,AWD,Diesel,7.5,35000,"Osborne Park, WA", WA,SUV,119990
MG,2021,ZS,SUV,2021 MG ZS EV Essence,USED,Automatic,,0 L,Front,Electric,0,9957,"Victoria Park, WA", WA,SUV,36999
Hyundai,2020,Kona,SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,2,4,Front,Unleaded,6.2,54045,"Victoria Park, WA", WA,SUV,26999
Volkswagen,2021,T-ROC,SUV,2021 Volkswagen T-ROC 140TSI Sport,USED,Automatic,2,4,AWD,Premium,7.2,19736,"Victoria Park, WA", WA,SUV,45999
Ford,2008,Territory,SUV,2008 Ford Territory Ghia (4X4),USED,Automatic,4,6,AWD,Unleaded,12.2,217949,"Victoria Park, WA", WA,SUV,6985
Lexus,2019,RX450H,SUV,2019 Lexus RX450H F Sport Hybrid,USED,Automatic,3.5,6,AWD,Hybrid,5.7,44686,"Midland, WA", WA,SUV,79990
Nissan,2020,Leaf,Hatchback,2020 Nissan Leaf,USED,Automatic,,0 L,Front,Electric,0,13662,"Attadale, WA", WA,Hatchback,38965
Volvo,2022,XC60,SUV,2022 Volvo XC60 Ultimate B5 Bright Mhev,USED,Automatic,2,4,AWD,Premium,7.6,8273,"Osborne Park, WA", WA,SUV,79990
MG,2022,HS,SUV,2022 MG HS Core,USED,Automatic,1.5,4,Front,Unleaded,7.3,28255,"Victoria Park, WA", WA,SUV,26977
MG,2021,HS,SUV,2021 MG HS Excite,USED,Automatic,1.5,4,Front,Unleaded,7.3,37981,"Morley, WA", WA,SUV,26990
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,86782,"Bibra Lake, WA", WA,UTE,57887
MG,2021,HS,SUV,2021 MG HS Core,USED,Automatic,1.5,4,Front,Unleaded,7.3,9630,"Victoria Park, WA", WA,SUV,27977
Toyota,2021,Landcruiser,SUV,2021 Toyota Landcruiser LC300 VX (4X4),USED,Automatic,3.3,6,4WD,Diesel,8.9,21799,"Midland, WA", WA,SUV,126990
Renault,2019,Koleos,SUV,2019 Renault Koleos ZEN X-Tronic (4X2),USED,Automatic,2.5,4,Front,Premium,8.1,59002,"Melville, WA", WA,SUV,27990
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser LC300 Sahara (4X4),USED,Automatic,3.3,6,4WD,Diesel,8.9,12213,"Myaree, WA", WA,SUV,155990
Mercedes-Benz,2019,C43,Coupe,2019 Mercedes-Benz C43,USED,Automatic,3,6,AWD,Premium,9.5,7033,"Bentley, WA", WA,Coupe,93969
Toyota,2023,Fortuner,SUV,2023 Toyota Fortuner Crusade,USED,Automatic,2.8,4,4WD,Diesel,7.6,19,"Midland, WA", WA,SUV,79990
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,133902,"Bentley, WA", WA,UTE,47980
Toyota,2022,Landcruiser,Ute / Tray,2022 Toyota Landcruiser 70 Series GXL,USED,Manual,4.5,8,4WD,Diesel,10.7,12500,"Bentley, WA", WA,UTE,115977
Hyundai,2007,Accent,Sedan,2007 Hyundai Accent S,USED,Automatic,1.6,4,Front,Unleaded,7.1,246512,"Hamilton Hill, WA", WA,Sedan,5000
Mazda,2008,CX-7,Madman motors,2008 Mazda CX-7 ER Series 1 Luxury Wagon 5dr Spts Auto 6sp 4WD 2.3T [MY07],USED,Automatic,,,Other,-,,168544,"Wangara, WA", WA,Wagon,13989
Hyundai,2015,I20,John Hughes Group - Auto Warehouse,2015 Hyundai I20 Active,USED,Manual,,,Front,Unleaded,,39520,"Victoria Park, WA", WA,Hatchback,14999
Mitsubishi,2016,Lancer,Sedan,2016 Mitsubishi Lancer ES Sport,USED,Automatic,2,4,Front,Unleaded,7.2,133876,"Edgewater, WA", WA,Sedan,16977
Holden,2018,Colorado,Westside Auto Wholesale,2018 Holden Colorado Z71 (4x4),USED,Automatic,,,Other,Unleaded,,38149,"Bentley, WA", WA,UTE,95984
Toyota,2006,Tarago,Wagon,2006 Toyota Tarago GLI,USED,Automatic,2.4,4,Front,Unleaded,9.5,189311,"Wangara, WA", WA,Wagon,14990
Chrysler,2010,300C,Sedan,2010 Chrysler 300C 5.7 Hemi V8,USED,Automatic,5.7,8,Rear,Premium,12.1,32409,"Maddington, WA", WA,Sedan,29999
Holden,2009,Commodore,Sedan,2009 Holden Commodore SV6,USED,Manual,3.6,6,Rear,Unleaded,11,159420,"Wangara, WA", WA,Sedan,14990
Jeep,2014,Compass,SUV,2014 Jeep Compass North (4X2),USED,Automatic,2,4,Rear,Premium,8.3,175284,"Saint James, WA", WA,SUV,13990
Toyota,2015,Camry,Sedan,2015 Toyota Camry Altise,USED,Automatic,2.5,4,Front,Unleaded,7.8,38647,"Wangara, WA", WA,Sedan,23990
Suzuki,2023,Jimny,SUV,2023 Suzuki Jimny GLX,USED,Manual,1.5,4,AWD,Unleaded,6.4,50,"Welshpool, WA", WA,SUV,39999
GWM,2022,Haval,DEMO,2022 GWM Haval H6 Ultra Hybrid,DEMO,-,1.5,4,Front,Hybrid,5.2,6490,"Morley, WA", WA,SUV,40990
Hyundai,2014,I30,Hatchback,2014 Hyundai I30 Trophy,USED,Automatic,1.8,4,Front,Unleaded,7.1,57388,"Wangara, WA", WA,Hatchback,17990
Toyota,2017,Corolla,Sedan,2017 Toyota Corolla Ascent,USED,Automatic,1.8,4,Front,Unleaded,6.6,117295,"Mandurah, WA", WA,Sedan,23888
Nissan,2012,X-Trail,SUV,2012 Nissan X-Trail ST-L (4X4),USED,Automatic,2.5,4,4WD,Unleaded,9.1,96111,"Edgewater, WA", WA,SUV,17985
Mazda,2023,BT-50,Ute / Tray,2023 Mazda BT-50 XTR (4X4),USED,Automatic,3,4,4WD,Diesel,8,1030,"Bentley, WA", WA,UTE,71988
Toyota,2010,Hiace,Commercial,2010 Toyota Hiace LWB,USED,Manual,3,4,Rear,Diesel,8.6,326893,"Edgewater, WA", WA,Van,19985
Mercedes-Benz,2013,B250,Hatchback,2013 Mercedes-Benz B250 BE,USED,Automatic,2,4,Front,Premium,6.5,188584,"Welshpool, WA", WA,Hatchback,16990
Nissan,2019,Qashqai,SUV,2019 Nissan Qashqai ST,USED,Automatic,2,4,Front,Unleaded,6.9,71517,"Edgewater, WA", WA,SUV,25942
Suzuki,2022,Swift,Gardner Suzuki,2022 Suzuki Swift GL S,NEW,Automatic,1.2,4,Front,Unleaded,4.8,-,"Cannington, WA", WA,Hatchback,27585
Ford,2009,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,4,6,Rear,Unleaded,10.5,127511,"Rockingham, WA", WA,Sedan,12990
Mitsubishi,2021,ASX,SUV,2021 Mitsubishi ASX ES (2WD),USED,Automatic,2,4,Front,Unleaded,7.6,85836,"Wangara, WA", WA,SUV,22888
Subaru,2013,Outback,SUV,2013 Subaru Outback 2.5I Premium,USED,Automatic,2.5,4,AWD,Premium,8,174579,"Bayswater, WA", WA,SUV,12990
Kia,2019,Cerato,Sedan,2019 Kia Cerato S,USED,Automatic,2,4,Front,Unleaded,7.4,60590,"Wangara, WA", WA,Sedan,22999
Toyota,2022,Landcruiser,SUV,2022 Toyota Landcruiser 70 Series LC76 GXL,USED,Manual,4.5,8,AWD,Diesel,10.7,37843,"Bentley, WA", WA,SUV,98888
Holden,2009,Commodore,USED Dealer ad,2009 Holden Commodore VE SS Sedan 4dr Spts Auto 6sp 6.0i [MY09.5],USED,Automatic,,,Other,-,,211196,"Wangara, WA", WA,Sedan,22990
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.5I (awd),USED,Automatic,2.5,4,AWD,Unleaded,7.4,47453,"Welshpool, WA", WA,SUV,33999
Volkswagen,2019,Golf,Wagon,2019 Volkswagen Golf 110 TSI Highline,USED,Automatic,1.4,4,Front,Premium,5.6,19960,"Wangara, WA", WA,Wagon,35999
Toyota,2023,Hilux,Ute / Tray,2023 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8,10,"Bentley, WA", WA,UTE,81988
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX Black Edition (2WD),USED,Automatic,2,4,Front,Unleaded,7.6,64001,"Wangara, WA", WA,SUV,28970
Ford,2018,Ranger,Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,2.2,4,Rear,Diesel,7.8,239542,"Welshpool, WA", WA,UTE,21750
Toyota,2022,Landcruiser,Ute / Tray,2022 Toyota Landcruiser 70 Series Workmate,USED,Manual,4.5,8,4WD,Diesel,10.7,40412,"Bentley, WA", WA,UTE,109992
Hyundai,2013,I45,USED Dealer ad,2013 Hyundai I45 YF Premium Sedan 4dr Spts Auto 6sp 2.4i [MY11],USED,Automatic,,,Other,-,,188221,"Wangara, WA", WA,Sedan,13900
Toyota,2017,Landcruiser,Ute / Tray,2017 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,8,4WD,Diesel,10.7,102468,"Bentley, WA", WA,UTE,83988
Toyota,2010,Land,Madman motors,"2010 Toyota Land Cruiser Prado KDJ150R GXL Wagon 7st 5dr Spts Auto 5sp, 4x4 3.0DT",USED,Automatic,,,Other,-,,284284,"Wangara, WA", WA,Wagon,29990
Toyota,2022,Landcruiser,Ute / Tray,2022 Toyota Landcruiser 70 Series GXL,USED,Manual,4.5,8,4WD,Diesel,10.7,10262,"Bentley, WA", WA,UTE,116984
Hyundai,2012,I20,Easy Wholesale,2012 Hyundai I20 PB Active Hatchback 5dr Auto 4sp 1.4i,USED,Automatic,,,Front,Unleaded,,110695,"Wangara, WA", WA,Hatchback,11999
Land Rover,2007,Vogue,JPM MOTORS,2007 Land Rover Range Rover Vogue L322 Super Charged Wagon 4dr Spts Auto 6sp 4x4 5.0S,USED,Automatic,,,AWD,Unleaded,,259083,"Maddington, WA", WA,Wagon,19990
Hyundai,2010,Getz,"08 **** ****
",2010 Hyundai Getz,USED,-,,,Other,-,,194854,"Kenwick, WA", WA,Hatchback,6990
Ford,2016,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,9,212109,"Wangara, WA", WA,UTE,30990
