Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Audi,2012.0,2012 Audi A5 8T Cabriolet 2dr S tronic 7sp quattro 2.0T,CARS 4 YOU,2012 Audi A5 8T Cabriolet 2dr S tronic 7sp quattro 2.0T,USED,Automatic,-,AWD,Unleaded,-,71112,Silver / -,"Southport, QLD",QLD,-,Convertible,,,23990
Nissan,2015.0,2015 Nissan Patrol ST N-Trek,SUV,2015 Nissan Patrol ST N-Trek,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8 L / 100 km,107835,White / -,"Rutherford, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,43885
Ford,2018.0,2018 Ford Ranger XL 2.2 HI-Rider (4X2),Ute / Tray,2018 Ford Ranger XL 2.2 HI-Rider (4X2),USED,Automatic,"4 cyl, 2.2 L",Rear,Diesel,7.8 L / 100 km,103843,White / Circuit Fabric,"Traralgon, VIC",VIC,4 cyl,UTE, 4 Doors, 5 Seats,28999
Volkswagen,2014.0,2014 Volkswagen Caddy TDI250,Melbourne Truck and Vans,2014 Volkswagen Caddy TDI250,USED,Automatic,-,Other,Diesel,-,87055,White / -,"Preston, VIC",VIC,-,Van,,,24990
Hyundai,2018.0,2018 Hyundai Sonata Active,Sedan,2018 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,63045,Grey / Black,"Greenway, ACT",ACT,4 cyl,Sedan, 4 Doors, 5 Seats,23730
Nissan,2001.0,2001 Nissan Navara ST-R (4X4),Ute / Tray,2001 Nissan Navara ST-R (4X4),USED,Manual,"6 cyl, 3 L",4WD,Unleaded,0 L / 100 km,235256,White / Grey,"Edgeworth, NSW",NSW,6 cyl,UTE, 4 Doors, 5 Seats,8990
Holden,2014.0,2014 Holden Barina CD,Hatchback,2014 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,22144,White / -,"Cardiff, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,14413
Toyota,2017.0,2017 Toyota Corolla Ascent,Sedan,2017 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,48051,White / Black Fabric,"Vermont, VIC",VIC,4 cyl,Sedan, 4 Doors, 5 Seats,28470
Toyota,2012.0,2012 Toyota Landcruiser Prado GX (4X4),SUV,2012 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,185065,White / -,"Labrador, QLD",QLD,4 cyl,SUV, 4 Doors, 5 Seats,29999
Holden,2016.0,2016 Holden Colorado 7 Trailblazer (4X4),SUV,2016 Holden Colorado 7 Trailblazer (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,108103,White / Black,"Boolaroo, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,27800
Mazda,2012.0,2012 Mazda BT-50 XT (4X4),Ute / Tray,2012 Mazda BT-50 XT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,199985,Silver / -,"Traralgon, VIC",VIC,5 cyl,UTE, 4 Doors, 5 Seats,26990
Nissan,2011.0,2011 Nissan Patrol ST (4X4),SUV,2011 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,10.9 L / 100 km,175292,White / -,"Labrador, QLD",QLD,4 cyl,SUV, 4 Doors, 7 Seats,29999
Toyota,2002.0,2002 Toyota Tarago GLI,Wagon,2002 Toyota Tarago GLI,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,10 L / 100 km,332498,White / Grey,"Greenway, ACT",ACT,4 cyl,Wagon, 4 Doors, 8 Seats,7910
Holden,2013.0,2013 Holden Commodore SV6,Sedan,2013 Holden Commodore SV6,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.7 L / 100 km,97188,Black / -,"Boolaroo, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,21800
Land Rover,2016.0,Discovery,SUV,2016 Land Rover Discovery Sport TD4 SE,USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,85727,White / Black,"Alphington, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,31990
Mazda,2014.0,2014 Mazda BT-50 XT (4X4),Ute / Tray,2014 Mazda BT-50 XT (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,210302,Grey / -,"Traralgon, VIC",VIC,5 cyl,UTE, 4 Doors, 4 Seats,26990
Nissan,2012.0,2012 Nissan Micra ST,Hatchback,2012 Nissan Micra ST,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,6.5 L / 100 km,14702,Silver / -,"Ringwood, VIC",VIC,3 cyl,Hatchback, 5 Doors, 5 Seats,12990
Kia,2019.0,2019 Kia Stinger GT-Line (black Leather),Sedan,2019 Kia Stinger GT-Line (black Leather),USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,8.8 L / 100 km,110787,Silver / -,"East Maitland, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,41986
Volkswagen,2022.0,2022 Volkswagen T-Cross 85TSI Style,SUV,2022 Volkswagen T-Cross 85TSI Style,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,9955,Blue / Cloth,"Ferntree Gully, VIC",VIC,3 cyl,SUV, 4 Doors, 5 Seats,30999
Ford,2011.0,2011 Ford Territory TX (rwd),SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,173093,White / -,"Forbes, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,11990
Suzuki,2021.0,2021 Suzuki Baleno GL,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,12267,White / -,"Cardiff, NSW",NSW,4 cyl,Hatchback, 4 Doors, 5 Seats,21913
Mazda,2018.0,2018 Mazda BT-50 XTR (4X4) (5YR),Ute / Tray,2018 Mazda BT-50 XTR (4X4) (5YR),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,10 L / 100 km,78142,White / Cloth,"Echuca, VIC",VIC,5 cyl,UTE, 4 Doors, 5 Seats,44990
Toyota,2012.0,2012 Toyota Kluger KX-R (fwd) 7 Seat,SUV,2012 Toyota Kluger KX-R (fwd) 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11 L / 100 km,101003,Grey / Grey,"Kelso, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,23990
Hyundai,2021.0,2021 Hyundai Tucson (FWD),SUV,2021 Hyundai Tucson (FWD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1 L / 100 km,50946,White / Grey,"Preston, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,34990
Toyota,2009.0,2009 Toyota Hilux SR (4X4),Ute / Tray,2009 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,191468,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,22913
Mitsubishi,2021.0,2021 Mitsubishi Mirage ES,Hatchback,2021 Mitsubishi Mirage ES,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,4.7 L / 100 km,12090,Yellow / -,"Traralgon, VIC",VIC,3 cyl,Hatchback, 5 Doors, 5 Seats,18999
Mitsubishi,2021.0,2021 Mitsubishi Pajero GLX (4X4) 7 Seat,SUV,2021 Mitsubishi Pajero GLX (4X4) 7 Seat,USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.1 L / 100 km,24782,White / -,"Rutherford, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,54990
Jeep,2015.0,2015 Jeep Grand Cherokee Overland (4X4),SUV,2015 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,155871,White / Black,"Ringwood, VIC",VIC,6 cyl,SUV, 4 Doors, 5 Seats,29999
Ford,2022.0,2022 Ford Transit Custom 340L (lwb),Commercial,2022 Ford Transit Custom 340L (lwb),USED,Automatic,"4 cyl, 2 L",Front,Diesel,7.6 L / 100 km,10,White / -,"Hamilton East, NSW",NSW,4 cyl,Van, 2 Doors, 3 Seats,59890
Hyundai,2015.0,2015 Hyundai Tucson Elite (awd),SUV,2015 Hyundai Tucson Elite (awd),USED,Automatic,"4 cyl, 1.6 L",AWD,Unleaded,7.7 L / 100 km,79065,Blue / -,"Taree, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,26990
Holden,2016.0,2016 Holden Captiva 7 LTZ (awd),SUV,2016 Holden Captiva 7 LTZ (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,86904,Silver / Black,"Ashmore, QLD",QLD,4 cyl,SUV, 4 Doors, 7 Seats,18990
Mitsubishi,2006.0,2006 Mitsubishi 380 VR-X,Sedan,2006 Mitsubishi 380 VR-X,USED,Automatic,"6 cyl, 3.8 L",Front,Unleaded,10.8 L / 100 km,241541,Red / Black,"Traralgon, VIC",VIC,6 cyl,Sedan, 4 Doors, 5 Seats,6284
Toyota,2010.0,2010 Toyota Landcruiser Prado GXL (4X4),SUV,2010 Toyota Landcruiser Prado GXL (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,336100,Black / Grey,"Hamilton, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,25990
LDV,2017.0,2017 LDV D90 Mode (2WD),SUV,2017 LDV D90 Mode (2WD),USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,10.2 L / 100 km,40500,White / Black,"New Lambton, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,28990
Nissan,2016.0,2016 Nissan X-Trail ST-L N-Sport SE Black (fwd),SUV,2016 Nissan X-Trail ST-L N-Sport SE Black (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,145000,Grey / Black,"Pakenham, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,23990
Mazda,2015.0,2015 Mazda CX-5 Maxx Sport (4X2),SUV,2015 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,50301,- / -,"Seymour, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,25990
BMW,2018.0,2018 BMW X3 Xdrive 20D,SUV,2018 BMW X3 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.7 L / 100 km,111153,Blue / Beige,"Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,44990
Renault,2020.0,2020 Renault Megane R.s. Sport,Hatchback,2020 Renault Megane R.s. Sport,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,7.5 L / 100 km,33918,White / Black,"Greenway, ACT",ACT,4 cyl,Hatchback, 5 Doors, 5 Seats,40970
Hyundai,2020.0,2020 Hyundai Iload 3S Liftback,Commercial,2020 Hyundai Iload 3S Liftback,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,45109,White / Black,"Ferntree Gully, VIC",VIC,4 cyl,Van, 4 Doors, 3 Seats,42999
Suzuki,2015.0,2015 Suzuki Jimny,SUV,2015 Suzuki Jimny,USED,Manual,"4 cyl, 1.3 L",4WD,Unleaded,7.3 L / 100 km,64095,White / Grey,"Gateshead, NSW",NSW,4 cyl,SUV, 2 Doors, 4 Seats,28990
Mazda,2015.0,2015 Mazda CX-9 Classic (fwd),SUV,2015 Mazda CX-9 Classic (fwd),USED,Automatic,"6 cyl, 3.7 L",Front,Unleaded,11 L / 100 km,201318,Blue / -,"Labrador, QLD",QLD,6 cyl,SUV, 4 Doors, 7 Seats,16999
Nissan,2019.0,2019 Nissan Navara ST-X (4X4) (leather Trim),Ute / Tray,2019 Nissan Navara ST-X (4X4) (leather Trim),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.5 L / 100 km,33104,Grey / -,"Hamilton, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,47990
Ford,2018.0,2018 Ford Ranger XL 2.2 (4X4),Ute / Tray,2018 Ford Ranger XL 2.2 (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8 L / 100 km,235594,White / -,"Traralgon, VIC",VIC,4 cyl,UTE, 4 Doors, 5 Seats,25999
Subaru,2009.0,2009 Subaru Forester XS,SUV,2009 Subaru Forester XS,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,9.6 L / 100 km,132816,Black / Black,"Ringwood, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,15990
Mitsubishi,2016.0,2016 Mitsubishi Triton GLX Plus (4X4),Ute / Tray,2016 Mitsubishi Triton GLX Plus (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,110134,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,26913
Subaru,2015.0,2015 Subaru BRZ,Coupe,2015 Subaru BRZ,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,41481,Grey / Cloth,"Greenway, ACT",ACT,4 cyl,Coupe, 2 Doors, 4 Seats,29910
Toyota,2013.0,2013 Toyota Landcruiser Prado GXL (4X4),SUV,2013 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,144196,White / -,"Boolaroo, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,37800
Mercedes-Benz,2017.0,2017 Mercedes-Benz Vito 114CDI,Stevron Autos,2017 Mercedes-Benz Vito 114CDI,USED,Automatic,-,Front,Diesel,-,153597,White / Black  Cloth,"Briar Hill, VIC",VIC,-,Van,,,31999
Nissan,2020.0,2020 Nissan Navara N-Trek Warrior (4X4),Ute / Tray,2020 Nissan Navara N-Trek Warrior (4X4),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,7 L / 100 km,94863,Grey / Black,"Seymour, VIC",VIC,4 cyl,UTE, 4 Doors, 5 Seats,56990
Isuzu,2015.0,2015 Isuzu D-MAX LS-Terrain HI-Ride (4X4),Ute / Tray,2015 Isuzu D-MAX LS-Terrain HI-Ride (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,248327,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,27913
Mitsubishi,2019.0,2019 Mitsubishi Triton GLX (4X4),Ute / Tray,2019 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.9 L / 100 km,76641,White / Grey,"Gateshead, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,39990
Toyota,2017.0,2017 Toyota Camry Altise,Sedan,2017 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,133481,Silver / -,"Coburg North, VIC",VIC,4 cyl,Sedan, 4 Doors, 5 Seats,22990
Holden,2013.0,2013 Holden Commodore Evoke,Sedan,2013 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3 L / 100 km,121248,Silver / -,"Mayfield West, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,16990
Hyundai,2019.0,2019 Hyundai Santa FE Elite Crdi (awd),SUV,2019 Hyundai Santa FE Elite Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,69141,Grey / Black,"Greenway, ACT",ACT,4 cyl,SUV, 4 Doors, 7 Seats,39930
Mitsubishi,2018.0,2018 Mitsubishi Triton GLX Plus (4X4),Ute / Tray,2018 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,99214,White / Cloth,"Echuca, VIC",VIC,4 cyl,UTE, 4 Doors, 5 Seats,39888
BMW,2013.0,2013 BMW 328I,Sedan,2013 BMW 328I,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.3 L / 100 km,171266,White / Black,"Ringwood, VIC",VIC,4 cyl,Sedan, 4 Doors, 5 Seats,19788
Mazda,2019.0,2019 Mazda CX-8 Asaki (awd),SUV,2019 Mazda CX-8 Asaki (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6 L / 100 km,160837,White / -,"Maryville, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,36771
Ford,2017.0,2017 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,2017 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,176124,Black / Black,"Cessnock, NSW",NSW,5 cyl,UTE, 4 Doors, 5 Seats,44490
Subaru,2009.0,2009 Subaru Liberty 2.5I Premium,Sedan,2009 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.4 L / 100 km,173472,Blue / Black,"Coburg North, VIC",VIC,4 cyl,Sedan, 4 Doors, 5 Seats,10990
Mazda,2011.0,2011 Mazda 6 Touring,Wagon,2011 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.9 L / 100 km,63894,Blue / Black,"Dandenong, VIC",VIC,4 cyl,Wagon, 4 Doors, 5 Seats,14655
Volkswagen,2022.0,2022 Volkswagen T-ROC 140TSI R-Line,DEMO,2022 Volkswagen T-ROC 140TSI R-Line,DEMO,Automatic,-,Other,Unleaded,-,100,Blue / -,"Taree, NSW",NSW,-,SUV,,,59235
Holden,2017.0,2017 Holden Colorado LS (4X4),Ute / Tray,2017 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,179394,White / Grey,"Hamilton North, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,24990
Toyota,2003.0,2003 Toyota Landcruiser Prado Grande (4X4),SUV,2003 Toyota Landcruiser Prado Grande (4X4),USED,Automatic,"6 cyl, 4 L",4WD,Unleaded,13.8 L / 100 km,226054,Silver / Black,"Ringwood, VIC",VIC,6 cyl,SUV, 4 Doors, 8 Seats,23490
Volkswagen,2022.0,2022 Volkswagen T-Cross 85Tfsi Style (restricted Feat),Manning Valley Automotive - New Cars,2022 Volkswagen T-Cross 85Tfsi Style (restricted Feat),NEW,Automatic,"3 cyl, 1 L",Front,Premium,5.4 L / 100 km,23,Blue / -,"Taree, NSW",NSW,3 cyl,SUV, 4 Doors, 5 Seats,40850
Subaru,2009.0,2009 Subaru Liberty 2.5I,Sedan,2009 Subaru Liberty 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.4 L / 100 km,250729,Blue / Grey,"Dandenong, VIC",VIC,4 cyl,Sedan, 4 Doors, 5 Seats,8355
Toyota,2019.0,2019 Toyota Landcruiser GXL (4X4),Ute / Tray,2019 Toyota Landcruiser GXL (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,10.7 L / 100 km,131998,Silver / Black,"East Maitland, NSW",NSW,8 cyl,UTE, 4 Doors, 5 Seats,109990
Suzuki,2023.0,2023 Suzuki Jimny GLX,SUV,2023 Suzuki Jimny GLX,USED,Automatic,"4 cyl, 1.5 L",AWD,Unleaded,6.9 L / 100 km,20,Green / -,"Cardiff, NSW",NSW,4 cyl,SUV, 2 Doors, 4 Seats,45990
Toyota,2018.0,2018 Toyota RAV4 GX (2WD),SUV,2018 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7 L / 100 km,169500,White / -,"Boronia, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,23900
Mazda,2022.0,2022 Mazda CX-9 GT (awd),Manning Valley Automotive,2022 Mazda CX-9 GT (awd),DEMO,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.8 L / 100 km,16,Silver / -,"Taree, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,68500
Alfa,2013.0,2013 Alfa Romeo Giulietta Progression 1.4,Hatchback,2013 Alfa Romeo Giulietta Progression 1.4,USED,Manual,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,154400,- / -,"Dandenong, VIC",VIC,4 cyl,Hatchback, 5 Doors, 5 Seats,8999
Toyota,2018.0,2018 Toyota Camry SL,Sedan,2018 Toyota Camry SL,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.3 L / 100 km,34337,Silver / Black,"Maryville, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,37980
Mazda,2023.0,2023 Mazda BT-50 XTR,NEW In stock,2023 Mazda BT-50 XTR,NEW,Automatic,-,Other,Diesel,-,9,Grey / -,"Taree, NSW",NSW,-,UTE,,,65283
Jeep,2017.0,2017 Jeep Grand Cherokee Laredo (4X2),SUV,2017 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,9.9 L / 100 km,63500,Red / Grey,"Bundoora, VIC",VIC,6 cyl,SUV, 4 Doors, 5 Seats,30200
Hyundai,2018.0,2018 Hyundai Santa FE Active Crdi (awd),SUV,2018 Hyundai Santa FE Active Crdi (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,92291,White / -,"Crookwell, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,33990
Hyundai,2019.0,2019 Hyundai I30 Active,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,50745,White / -,"Tweed Heads South, NSW",NSW,4 cyl,Hatchback, 4 Doors, 5 Seats,19990
Mazda,2023.0,2023 Mazda BT-50 SP (4X4),Manning Valley Automotive - New Cars,2023 Mazda BT-50 SP (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,9,Grey / -,"Taree, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,74900
Ford,2020.0,2020 Ford Ranger XLT 2.0 (4X4),Ute / Tray,2020 Ford Ranger XLT 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.4 L / 100 km,61126,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,48990
Subaru,2015.0,2015 Subaru Outback 2.5I Premium,SUV,2015 Subaru Outback 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,87024,Silver / Black Leather,"Berwick, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,28999
Holden,2017.0,2017 Holden Trailblazer LT (4X4),SUV,2017 Holden Trailblazer LT (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,177624,Blue / -,"Taree, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,29990
Nissan,2011.0,2011 Nissan Navara ST-X (4X4),Ute / Tray,2011 Nissan Navara ST-X (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9 L / 100 km,163919,Silver / Slate,"Fawkner, VIC",VIC,4 cyl,UTE, 4 Doors, 5 Seats,21890
Toyota,2018.0,2018 Toyota RAV4 GXL (2WD),SUV,2018 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,108183,Black / Black,"Taylors Beach, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,30888
Subaru,2016.0,2016 Subaru Forester 2.0XT Premium,SUV,2016 Subaru Forester 2.0XT Premium,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,91250,White / -,"Mayfield West, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,41990
Volkswagen,2014.0,2014 Volkswagen Golf 90 TSI,Wagon,2014 Volkswagen Golf 90 TSI,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,119266,White / Grey,"Alphington, VIC",VIC,4 cyl,Wagon, 4 Doors, 5 Seats,16990
Toyota,2018.0,2018 Toyota 86 GTS,Coupe,2018 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1 L / 100 km,45308,Black / Black Cloth,"Berwick, VIC",VIC,4 cyl,Coupe, 2 Doors, 4 Seats,37999
Jeep,2023.0,2023 Jeep Compass Night Eagle,Miedecke Motor Group - Used,2023 Jeep Compass Night Eagle,DEMO,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,22,White / -,"Port Macquarie, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,44990
Land Rover,2017.0,Discovery,SUV,2017 Land Rover Discovery Sport TD4 150 SE 5 Seat,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.3 L / 100 km,182003,Grey / Black,"Maryville, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,24980
Toyota,1999.0,1999 Toyota Landcruiser (4X4) 11 Seat,SUV,1999 Toyota Landcruiser (4X4) 11 Seat,USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,221109,White / Brown,"Ferntree Gully, VIC",VIC,6 cyl,SUV, 2 Doors, 11 Seats,27999
Kia,2014.0,2014 Kia Sportage SI (fwd),SUV,2014 Kia Sportage SI (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,8.7 L / 100 km,162211,Grey / Black,"Wauchope, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,13750
Ford,2018.0,2018 Ford Endura Trend (awd),SUV,2018 Ford Endura Trend (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.7 L / 100 km,30900,Silver / 2019/01,"Thornbury, VIC",VIC,4 cyl,SUV, 4 Doors, 5 Seats,34950
Hyundai,2019.0,2019 Hyundai I30 Active,Hatchback,2019 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,64560,White / -,"Tweed Heads South, NSW",NSW,4 cyl,Hatchback, 4 Doors, 5 Seats,19990
Nissan,2018.0,2018 Nissan X-Trail TI (4WD),SUV,2018 Nissan X-Trail TI (4WD),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,11514,White / -,"Maryville, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,36971
Honda,2011.0,2011 Honda Odyssey Luxury,Wagon,2011 Honda Odyssey Luxury,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9 L / 100 km,151582,Black / -,"South Tamworth, NSW",NSW,4 cyl,Wagon, 4 Doors, 7 Seats,15990
Hyundai,2010.0,2010 Hyundai Getz S,Hatchback,2010 Hyundai Getz S,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.1 L / 100 km,166540,White / -,"Tugun, QLD",QLD,4 cyl,Hatchback, 5 Doors, 5 Seats,6990
Toyota,2021.0,2021 Toyota Corolla Ascent Sport Hybrid,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,49501,White / -,"Ulladulla, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,29990
Holden,2010.0,2010 Holden Commodore SS-V,Ute / Tray,2010 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14 L / 100 km,105397,Yellow / -,"South Tamworth, NSW",NSW,8 cyl,UTE, 2 Doors, 2 Seats,36990
