Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Toyota,2016.0,2016 Toyota Hilux SR (4X4),Ute / Tray,2016 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,270096,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,28913
Nissan,2020.0,2020 Nissan Navara RX (4X2),Ute / Tray,2020 Nissan Navara RX (4X2),USED,Manual,"4 cyl, 2.3 L",Front,Diesel,6.4 L / 100 km,28100,White / Grey,"New Lambton, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,27990
Toyota,2019.0,2019 Toyota Corolla Ascent Sport (hybrid),Hatchback,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,40279,White / Black,"Cessnock, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,33990
Ford,2019.0,2019 Ford Focus Trend,Hatchback,2019 Ford Focus Trend,USED,Automatic,"3 cyl, 1.5 L",Front,Unleaded,6.4 L / 100 km,31753,White / -,"Cannington, WA", WA,3 cyl,Hatchback, 5 Doors, 5 Seats,23999
Holden,2017.0,2017 Holden Colorado RG LS Utility Crew Cab 4dr Spts Auto 6sp 4x4 2.8DT,JR Motors World,2017 Holden Colorado RG LS Utility Crew Cab 4dr Spts Auto 6sp 4x4 2.8DT,USED,Automatic,-,Other,-,-,130220,Blue / -,"Blacktown, NSW",NSW,-,UTE,,,33990
Toyota,2023.0,2023 Toyota RAV4 GX (awd) Hybrid,SUV,2023 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,45,Grey / -,"Alexandria, NSW",NSW,4 cyl,SUV, 5 Doors, 5 Seats,55990
Toyota,2023.0,2023 Toyota RAV4 GX (2WD),SUV,2023 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,1090,White / -,"Cardiff, NSW",NSW,4 cyl,SUV, 5 Doors, 5 Seats,45990
Ford,2007.0,2007 Ford Ranger XLT (4X4),Ute / Tray,2007 Ford Ranger XLT (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,237216,Silver / Grey,"Singleton, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,12990
Nissan,2016.0,2016 Nissan X-Trail TS (fwd),SUV,2016 Nissan X-Trail TS (fwd),USED,Automatic,"4 cyl, 1.6 L",Front,Diesel,5.3 L / 100 km,162885,Silver / Black,"Cabramatta, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,16990
Holden,2017.0,2017 Holden Commodore SV6,Sedan,2017 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,183764,White / Black,"Wangara, WA", WA,6 cyl,Sedan, 4 Doors, 5 Seats,19990
Toyota,2009.0,2009 Toyota Hilux SR (4X4),Ute / Tray,2009 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,317971,White / Grey,"Edgeworth, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,19999
Holden,2018.0,2018 Holden Colorado LS (4X4),Ute / Tray,2018 Holden Colorado LS (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,48607,White / Charcoal,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,39990
Toyota,2009.0,2009 Toyota Landcruiser Prado GXL (4X4),SUV,2009 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,300043,Black / Grey,"Edgeworth, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,26990
Toyota,2016.0,2016 Toyota Hilux SR5 (4X4),Ute / Tray,2016 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,245686,Silver / Black,"Castle Hill, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,38990
Holden,2012.0,2012 Holden Commodore SS-V,Wagon,2012 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,58432,White / -,"Bathurst, NSW",NSW,8 cyl,Wagon, 4 Doors, 5 Seats,36990
MG,2022.0,2022 MG HS Core,Alto North Shore MG,2022 MG HS Core,NEW,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,36,White / Black,"Artarmon, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,28816
Ford,2010.0,2010 Ford Falcon XR6,Sedan,2010 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.1 L / 100 km,206956,Red / Black,"Kurri Kurri, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,9999
Mitsubishi,2020.0,2020 Mitsubishi ASX LS (2WD),SUV,2020 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,44000,White / Black,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,26490
Skoda,2022.0,2022 Skoda Octavia Limited Edition,Alto Skoda Artarmon New Cars,2022 Skoda Octavia Limited Edition,DEMO,Automatic,"4 cyl, 2 L",Front,Premium,6.3 L / 100 km,1500,Grey / Black/Grey,"Artarmon, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,51490
Mercedes-Benz,2016.0,2016 Mercedes-Benz CLS250 D,Sedan,2016 Mercedes-Benz CLS250 D,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,5.4 L / 100 km,63402,Silver / Black,"Boolaroo, NSW",NSW,4 cyl,Sedan, 4 Doors, 4 Seats,49800
Volkswagen,2021.0,2021 Volkswagen Amarok TDI420 Core 4Motion,Ute / Tray,2021 Volkswagen Amarok TDI420 Core 4Motion,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.9 L / 100 km,29826,White / Grey,"Rutherford, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,46950
Mitsubishi,2020.0,2020 Mitsubishi Triton GLS (4X4),Ute / Tray,2020 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,38610,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,48990
Mercedes-Benz,2002.0,2002 Mercedes-Benz MB100 D (2.9),Commercial,2002 Mercedes-Benz MB100 D (2.9),USED,Manual,"5 cyl, 2.9 L",Front,Diesel,0 L / 100 km,460269,White / Grey,"Wentworthville, NSW",NSW,5 cyl,Van, 4 Doors, 2 Seats,1895
Toyota,2012.0,2012 Toyota Landcruiser Prado GX (4X4),SUV,2012 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,247776,White / Grey,"Edgeworth, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,34990
Toyota,2012.0,2012 Toyota Corolla Ascent,Hatchback,2012 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,94860,White / -,"Campbelltown, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,18950
Ford,2022.0,2022 Ford Puma,SUV,2022 Ford Puma,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.3 L / 100 km,11124,Blue / -,"Clarkson, WA", WA,3 cyl,SUV, 5 Doors, 5 Seats,31888
Ford,2023.0,2023 Ford Everest Platinum (4X4),SUV,2023 Ford Everest Platinum (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.5 L / 100 km,20,Black / -,"Cardiff, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,99990
Lexus,2014.0,2014 Lexus RX270 (FWD),SUV,2014 Lexus RX270 (FWD),USED,Automatic,"4 cyl, 2.7 L",Front,Unleaded,9.7 L / 100 km,184543,Silver / Black,"Minchinbury, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,24995
Toyota,2017.0,2017 Toyota Kluger GX (4X2),SUV,2017 Toyota Kluger GX (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,9.1 L / 100 km,145119,Blue / Grey,"Castle Hill, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,32990
Nissan,2006.0,2006 Nissan X-Trail TI-L (4X4),SUV,2006 Nissan X-Trail TI-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.8 L / 100 km,158100,Black / Black,"Hamilton, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,9990
Mitsubishi,2017.0,2017 Mitsubishi Lancer ES Sport,Sedan,2017 Mitsubishi Lancer ES Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,78835,Black / -,"Cardiff, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,23990
Land Rover,2014.0,HSE,Newcastle Vehicle Exchange,2014 Land Rover Range Rover Sport SDV8 HSE Dynamic,USED,Automatic,-,Other,Diesel,-,77759,Red / Black,"New Lambton, NSW",NSW,-,Wagon,,,74990
Toyota,2023.0,2023 Toyota Kluger GX Hybrid AWD,SUV,2023 Toyota Kluger GX Hybrid AWD,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,5.6 L / 100 km,24,Silver / -,"Hamilton East, NSW",NSW,4 cyl,SUV, 5 Doors, 7 Seats,69990
Hyundai,2020.0,2020 Hyundai Kona Active (fwd),SUV,2020 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.2 L / 100 km,56686,White / -,"Ryde, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,23888
Toyota,2015.0,2015 Toyota Hilux SR (4X4),Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,8.3 L / 100 km,265442,White / -,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,23913
Nissan,2017.0,2017 Nissan Qashqai TI (4X2),SUV,2017 Nissan Qashqai TI (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,93153,Blue / Black,"Clarkson, WA", WA,4 cyl,SUV, 4 Doors, 5 Seats,24990
Mazda,2011.0,2011 Mazda 6 Touring,Sedan,2011 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.7 L / 100 km,188008,Silver / -,"East Maitland, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,10986
Hyundai,2018.0,2018 Hyundai Elantra Active 2.0 MPI,Sedan,2018 Hyundai Elantra Active 2.0 MPI,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,105794,White / Black,"Liverpool, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,18888
Mitsubishi,2023.0,2023 Mitsubishi Outlander LS Black Edition 7 Seat (2WD),Suttons Mitsubishi Arncliffe- New/Demo,2023 Mitsubishi Outlander LS Black Edition 7 Seat (2WD),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,10,Red / Black Microsuede & Leather,"Arncliffe, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,47760
Mercedes-Benz,2017.0,2017 Mercedes-Benz Vito 114 Bluetec LWB,Commercial,2017 Mercedes-Benz Vito 114 Bluetec LWB,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,6.1 L / 100 km,165923,White / Grey,"Hamilton North, NSW",NSW,4 cyl,Van, 4 Doors, 2 Seats,28990
Nissan,2012.0,2012 Nissan Navara ST-R (4X4),Ute / Tray,2012 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,192000,White / Black,"Wangara, WA", WA,4 cyl,UTE, 4 Doors, 5 Seats,16990
Mitsubishi,2014.0,2014 Mitsubishi ASX XLS (2WD),SUV,2014 Mitsubishi ASX XLS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,69369,Red / -,"Liverpool, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,21990
Holden,2007.0,2007 Holden Captiva LX (4X4),SUV,2007 Holden Captiva LX (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,11.5 L / 100 km,205852,White / -,"Beresfield, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,6800
Kia,2015.0,2015 Kia Carnival Platinum,Wagon,2015 Kia Carnival Platinum,USED,Automatic,"6 cyl, 3.3 L",Front,Unleaded,11.6 L / 100 km,210093,Black / -,"Penrith, NSW",NSW,6 cyl,Wagon, 4 Doors, 8 Seats,24950
BMW,2014.0,2014 BMW X5 xDrive 30D,OC Automotive,2014 BMW X5 xDrive 30D,USED,Automatic,-,AWD,Diesel,-,153515,White / Black,"Chipping Norton, NSW",NSW,-,Wagon,,,45880
Hyundai,2016.0,2016 Hyundai Tucson Active (fwd),SUV,2016 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,69465,White / -,"Rutherford, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,23885
Mitsubishi,2021.0,2021 Mitsubishi Outlander LS 7 Seat (2WD),SUV,2021 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.7 L / 100 km,46741,White / -,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,38990
Holden,2016.0,2016 Holden Commodore SV6 Reserve Edition,Wagon,2016 Holden Commodore SV6 Reserve Edition,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,123800,White / -,"Minchinbury, NSW",NSW,6 cyl,Wagon, 4 Doors, 5 Seats,26995
Subaru,2014.0,2014 Subaru Impreza 2.0I-S (awd),Hatchback,2014 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,130641,Silver / Black,"Hamilton North, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,16850
Holden,2013.0,2013 Holden Commodore SS-V Redline,Sedan,2013 Holden Commodore SS-V Redline,USED,Automatic,"8 cyl, 6 L",Rear,Premium,11.5 L / 100 km,143924,Grey / Grey,"Mayfield West, NSW",NSW,8 cyl,Sedan, 4 Doors, 5 Seats,39990
Nissan,2015.0,2015 Nissan Navara ST (4X4),Ute / Tray,2015 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.3 L",4WD,Diesel,6.5 L / 100 km,106814,Blue / -,"East Maitland, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,36986
BMW,2008.0,2008 BMW X5 3.0SD,SUV,2008 BMW X5 3.0SD,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.8 L / 100 km,147538,Black / Black,"Minchinbury, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,18990
Hyundai,2012.0,2012 Hyundai Iload,Commercial,2012 Hyundai Iload,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,8 L / 100 km,221000,White / Grey,"Wangara, WA", WA,4 cyl,Van, 4 Doors, 3 Seats,17990
Ford,2015.0,2015 Ford Everest Trend,SUV,2015 Ford Everest Trend,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5 L / 100 km,130875,Red / Grey,"Cessnock, NSW",NSW,5 cyl,SUV, 4 Doors, 7 Seats,41990
Holden,2012.0,2012 Holden Cruze SRI V,Sedan,2012 Holden Cruze SRI V,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,172467,Blue / Black Leather,"Elderslie, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,6999
Jeep,2012.0,2012 Jeep Grand Cherokee Limited (4X4),SUV,2012 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,8.3 L / 100 km,197610,Black / -,"Beresfield, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,12800
Ford,2018.0,2018 Ford Mondeo Ambiente Tdci,Wagon,2018 Ford Mondeo Ambiente Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,156507,White / Grey,"Hamilton North, NSW",NSW,4 cyl,Wagon, 4 Doors, 5 Seats,14990
Toyota,2021.0,2021 Toyota C-HR Koba (awd) TWO Tone,SUV,2021 Toyota C-HR Koba (awd) TWO Tone,USED,Automatic,"4 cyl, 1.2 L",AWD,Premium,6.5 L / 100 km,24878,Blue / -,"Bathurst, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,40990
Nissan,2015.0,2015 Nissan Patrol ST N-Trek,SUV,2015 Nissan Patrol ST N-Trek,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,11.8 L / 100 km,59000,White / Grey,"Wangara, WA", WA,4 cyl,SUV, 4 Doors, 7 Seats,47990
LDV,2020.0,2020 LDV D90 Executive (2WD),SUV,2020 LDV D90 Executive (2WD),USED,Automatic,"4 cyl, 2 L",Rear,Unleaded,10.2 L / 100 km,23763,White / -,"Mcgraths Hill, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,30888
Jeep,2013.0,2013 Jeep Grand Cherokee Laredo (4X4),SUV,2013 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,187400,Silver / -,"Cardiff, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,19990
Toyota,2013.0,2013 Toyota Kluger KX-S (4X4),SUV,2013 Toyota Kluger KX-S (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11.6 L / 100 km,125274,Purple / -,"Cardiff, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,23513
Nissan,2014.0,2014 Nissan Navara D40 ST Utility Dual Cab 4dr Man 6sp 2.5DT,Automobile Gallery,2014 Nissan Navara D40 ST Utility Dual Cab 4dr Man 6sp 2.5DT,USED,Manual,-,Rear,Diesel,-,193622,Silver / -,"Granville, NSW",NSW,-,UTE,,,18990
Toyota,2014.0,2014 Toyota Corolla ZR,Sedan,2014 Toyota Corolla ZR,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.6 L / 100 km,129850,Blue / -,"Wangara, WA", WA,4 cyl,Sedan, 4 Doors, 5 Seats,18888
Mitsubishi,2003.0,2003 Mitsubishi Triton GL,Ute / Tray,2003 Mitsubishi Triton GL,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,11.5 L / 100 km,186708,White / -,"Mayfield, NSW",NSW,4 cyl,UTE, 2 Doors, 3 Seats,6995
Ford,2017.0,2017 Ford Ranger XL 2.2 (4X4),Ute / Tray,2017 Ford Ranger XL 2.2 (4X4),USED,Automatic,"4 cyl, 2.2 L",4WD,Diesel,8.1 L / 100 km,157195,White / Grey,"Hamilton North, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,26990
Toyota,2020.0,2020 Toyota RAV4 GXL (2WD),SUV,2020 Toyota RAV4 GXL (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,35525,Blue / -,"Croydon, NSW",NSW,4 cyl,SUV, 5 Doors, 5 Seats,41999
Hyundai,2016.0,2016 Hyundai Tucson Active X (fwd),SUV,2016 Hyundai Tucson Active X (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,45819,White / -,"South Nowra, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,27990
Ford,2011.0,2011 Ford Ranger PK Wildtrak Utility Crew Cab 4dr Auto 5sp 4x4 3.0DT,Redline Motor Group PTY LTD,2011 Ford Ranger PK Wildtrak Utility Crew Cab 4dr Auto 5sp 4x4 3.0DT,USED,Automatic,-,Other,Diesel,-,139087,Black / -,"Minchinbury, NSW",NSW,-,UTE,,,19990
Holden,2006.0,2006 Holden Rodeo LX (4X4),Ute / Tray,2006 Holden Rodeo LX (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,384500,White / Grey,"Wangara, WA", WA,4 cyl,UTE, 2 Doors, 2 Seats,9990
Holden,2016.0,2016 Holden Commodore SV6 Black 20 Pack,Wagon,2016 Holden Commodore SV6 Black 20 Pack,USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,11.7 L / 100 km,130153,Blue / Black,"Mayfield West, NSW",NSW,6 cyl,Wagon, 4 Doors, 5 Seats,24990
Ford,2016.0,2016 Ford Focus RS,Hatchback,2016 Ford Focus RS,USED,Manual,"4 cyl, 2.3 L",AWD,Premium,8.1 L / 100 km,49922,Blue / Grey,"Singleton, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,48990
Volkswagen,2013.0,2013 Volkswagen Touareg V6 TDI,SUV,2013 Volkswagen Touareg V6 TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.4 L / 100 km,177873,Grey / Leather,"Elderslie, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,19990
Volkswagen,2013.0,2013 Volkswagen Amarok TSI300 (4X2),Ute / Tray,2013 Volkswagen Amarok TSI300 (4X2),USED,Manual,"4 cyl, 2 L",Rear,Premium,9.5 L / 100 km,224623,White / -,"Saint Marys, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,12444
Toyota,2020.0,2020 Toyota Yaris SX Hybrid,Hatchback,2020 Toyota Yaris SX Hybrid,USED,Automatic,"3 cyl, 1.5 L",Front,Hybrid,3.3 L / 100 km,53370,Green / Black,"Gateshead, NSW",NSW,3 cyl,Hatchback, 5 Doors, 5 Seats,34990
Toyota,2017.0,2017 Toyota Hilux Workmate,Ute / Tray,2017 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,116000,White / Black,"Wangara, WA", WA,4 cyl,UTE, 2 Doors, 2 Seats,24990
Holden,2016.0,2016 Holden Commodore SV6 Black Pack,Sedan,2016 Holden Commodore SV6 Black Pack,USED,Manual,"6 cyl, 3.6 L",Rear,Unleaded,9.7 L / 100 km,47940,White / -,"Rutherford, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,32995
Mercedes-Benz,2014.0,2014 Mercedes-Benz ML250 CDI Bluetec (4X4),SUV,2014 Mercedes-Benz ML250 CDI Bluetec (4X4),USED,Automatic,"4 cyl, 2.1 L",AWD,Diesel,6.4 L / 100 km,152300,- / -,"Mayfield West, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,29990
Mercedes-Benz,2017.0,2017 Mercedes-Benz Sprinter 319CDI Low Roof MWB 7G-Tronic,SJ Wholesale Motors,2017 Mercedes-Benz Sprinter 319CDI Low Roof MWB 7G-Tronic,USED,Automatic,-,Rear,Diesel,-,175710,White / Grey,"Hamilton North, NSW",NSW,-,Van,,,36990
Toyota,2016.0,2016 Toyota FJ Cruiser,SUV,2016 Toyota FJ Cruiser,USED,Automatic,"6 cyl, 4 L",4WD,Premium,11.4 L / 100 km,94900,Black / Black,"Blacktown, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,52790
Toyota,2013.0,2013 Toyota Hilux SR5 (4X4),Ute / Tray,2013 Toyota Hilux SR5 (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,200056,Grey / -,"Granville, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,32950
MG,2022.0,2022 MG HS Essence,Alto Blacktown MG,2022 MG HS Essence,DEMO,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,15,Red / Knight Black,"Blacktown, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,38690
Nissan,2017.0,2017 Nissan Leaf 30S,Sydney City Traders,2017 Nissan Leaf 30S,USED,Automatic,-,Other,-,-,37981,Black / Black,"Five Dock, NSW",NSW,-,Hatchback,,,24995
Mazda,2016.0,2016 Mazda CX-5 Maxx Sport (4X2),SUV,2016 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.4 L / 100 km,80638,White / -,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,25986
Suzuki,2013.0,2013 Suzuki SX4 Crossover Navigator,Hatchback,2013 Suzuki SX4 Crossover Navigator,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,113520,White / -,"Wickham, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,9894
Toyota,2018.0,2018 Toyota Other,Australian Motor Traders,2018 Toyota Other,USED,Automatic,-,Front,Other,-,116345,Black / -,"Haberfield, NSW",NSW,-,Wagon, 5 Seats,,24888
Audi,2015.0,2015 Audi A1 Sportback 1.8 Tfsi S Line,Hatchback,2015 Audi A1 Sportback 1.8 Tfsi S Line,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,5.9 L / 100 km,91343,White / -,"Mayfield West, NSW",NSW,4 cyl,Hatchback, 5 Doors, 4 Seats,21990
Volvo,2019.0,2019 Volvo XC90 D5 Momentum,SUV,2019 Volvo XC90 D5 Momentum,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.9 L / 100 km,151015,White / -,"Kirrawee, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,49900
Nissan,2010.0,2010 Nissan Maxima 350 TI,Sedan,2010 Nissan Maxima 350 TI,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,10.2 L / 100 km,105802,White / -,"Beresfield, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,9800
Kia,2016.0,2016 Kia Sorento SI (4X4),SUV,2016 Kia Sorento SI (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8 L / 100 km,163866,White / -,"Bathurst, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,21990
Holden,2005.0,2005 Holden Astra Convertible,Convertible,2005 Holden Astra Convertible,USED,Manual,"4 cyl, 2.2 L",Front,Premium,9 L / 100 km,122624,Silver / -,"Chester Hill, NSW",NSW,4 cyl,Convertible, 2 Doors, 4 Seats,3999
Mitsubishi,2010.0,2010 Mitsubishi Pajero GLX LWB (4X4),SUV,2010 Mitsubishi Pajero GLX LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,230179,White / -,"Mayfield West, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,20990
Volkswagen,2011.0,2011 Volkswagen Touareg 150 TDI,SUV,2011 Volkswagen Touareg 150 TDI,USED,Automatic,"6 cyl, 3 L",AWD,Diesel,7.6 L / 100 km,168223,Silver / Black,"Artarmon, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,19990
Renault,2023.0,2023 Renault Koleos Intens (4X2),Peter Warren Renault,2023 Renault Koleos Intens (4X2),NEW,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1 L / 100 km,8,Black / Grey,"Warwick Farm, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,51234
Audi,2018.0,2018 Audi A3 1.4 Tfsi Sportback COD,Hatchback,2018 Audi A3 1.4 Tfsi Sportback COD,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5 L / 100 km,39972,Silver / Black,"Chatswood, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,32800
